"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-01-15#StationRSP/KLRSP/L1Gelephu Town58048.6458.052Sarpang58121.3758.123Dagapela59692.3959.694Tsirang59206.1259.215Zhemgang62310.3962.316Trongsa61297.7161.37Bumthang61693.1761.698Dagana60172.560.179Lhamoizingkha62490.6762.4910Dangdung61466.461.4711Panbang59601.1759.612Tingtibi59793.2559.79",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,58048.64,58.05
2,Sarpang,58121.37,58.12
3,Dagapela,59692.39,59.69
4,Tsirang,59206.12,59.21
5,Zhemgang,62310.39,62.31
6,Trongsa,61297.71,61.3
7,Bumthang,61693.17,61.69
8,Dagana,60172.5,60.17
9,Lhamoizingkha,62490.67,62.49
10,Dangdung,61466.4,61.47
11,Panbang,59601.17,59.6
12,Tingtibi,59793.25,59.79
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-01-15#StationRSP/KLRSP/L1Gelephu Town58048.6458.052Sarpang58121.3758.123Dagapela59692.3959.694Tsirang59206.1259.215Zhemgang62310.3962.316Trongsa61297.7161.37Bumthang61693.1761.698Dagana60172.560.179Lhamoizingkha62490.6762.4910Dangdung61466.461.4711Panbang59601.1759.612Tingtibi59793.2559.79",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,58048.64,58.05
2,Sarpang,58121.37,58.12
3,Dagapela,59692.39,59.69
4,Tsirang,59206.12,59.21
5,Zhemgang,62310.39,62.31
6,Trongsa,61297.71,61.3
7,Bumthang,61693.17,61.69
8,Dagana,60172.5,60.17
9,Lhamoizingkha,62490.67,62.49
10,Dangdung,61466.4,61.47
11,Panbang,59601.17,59.6
12,Tingtibi,59793.25,59.79
