"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-08-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate52327.8952.332Nganglam Potonala52372.8252.373Wamrong53598.6953.64Trashigang54003.06545Trashiyangtse54783.654.786Mongar54994.8154.997Gyelposing55077.5155.088Kanglung54074.3854.079Pemagatshel53510.9653.5110Lhuntse55564.0655.5611Jomotsangkha52327.8952.3312Autsho55231.9555.2313Doksum54267.7954.2714Bhangtar52935.8152.9415Rangjung54245.7554.25",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,52327.89,52.33
2,Nganglam Potonala,52372.82,52.37
3,Wamrong,53598.69,53.6
4,Trashigang,54003.06,54
5,Trashiyangtse,54783.6,54.78
6,Mongar,54994.81,54.99
7,Gyelposing,55077.51,55.08
8,Kanglung,54074.38,54.07
9,Pemagatshel,53510.96,53.51
10,Lhuntse,55564.06,55.56
11,Jomotsangkha,52327.89,52.33
12,Autsho,55231.95,55.23
13,Doksum,54267.79,54.27
14,Bhangtar,52935.81,52.94
15,Rangjung,54245.75,54.25
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-08-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate52327.8952.332Nganglam Potonala52372.8252.373Wamrong53598.6953.64Trashigang54003.06545Trashiyangtse54783.654.786Mongar54994.8154.997Gyelposing55077.5155.088Kanglung54074.3854.079Pemagatshel53510.9653.5110Lhuntse55564.0655.5611Jomotsangkha52327.8952.3312Autsho55231.9555.2313Doksum54267.7954.2714Bhangtar52935.8152.9415Rangjung54245.7554.25",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,52327.89,52.33
2,Nganglam Potonala,52372.82,52.37
3,Wamrong,53598.69,53.6
4,Trashigang,54003.06,54
5,Trashiyangtse,54783.6,54.78
6,Mongar,54994.81,54.99
7,Gyelposing,55077.51,55.08
8,Kanglung,54074.38,54.07
9,Pemagatshel,53510.96,53.51
10,Lhuntse,55564.06,55.56
11,Jomotsangkha,52327.89,52.33
12,Autsho,55231.95,55.23
13,Doksum,54267.79,54.27
14,Bhangtar,52935.81,52.94
15,Rangjung,54245.75,54.25
