"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-04-16#StationRSP/KLRSP/L1Gelephu Town40030.0140.032Sarpang40098.6340.13Dagapela41656.241.664Tsirang41167.6141.175Zhemgang44269.2344.276Trongsa43257.743.267Bumthang43640.9143.648Dagana42131.9242.139Lhamoizingkha46159.6446.1610Dangdung43437.5943.4411Panbang41582.5441.5812Tingtibi41769.2441.77",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,40030.01,40.03
2,Sarpang,40098.63,40.1
3,Dagapela,41656.2,41.66
4,Tsirang,41167.61,41.17
5,Zhemgang,44269.23,44.27
6,Trongsa,43257.7,43.26
7,Bumthang,43640.91,43.64
8,Dagana,42131.92,42.13
9,Lhamoizingkha,46159.64,46.16
10,Dangdung,43437.59,43.44
11,Panbang,41582.54,41.58
12,Tingtibi,41769.24,41.77
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-04-16#StationRSP/KLRSP/L1Gelephu Town40030.0140.032Sarpang40098.6340.13Dagapela41656.241.664Tsirang41167.6141.175Zhemgang44269.2344.276Trongsa43257.743.267Bumthang43640.9143.648Dagana42131.9242.139Lhamoizingkha46159.6446.1610Dangdung43437.5943.4411Panbang41582.5441.5812Tingtibi41769.2441.77",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,40030.01,40.03
2,Sarpang,40098.63,40.1
3,Dagapela,41656.2,41.66
4,Tsirang,41167.61,41.17
5,Zhemgang,44269.23,44.27
6,Trongsa,43257.7,43.26
7,Bumthang,43640.91,43.64
8,Dagana,42131.92,42.13
9,Lhamoizingkha,46159.64,46.16
10,Dangdung,43437.59,43.44
11,Panbang,41582.54,41.58
12,Tingtibi,41769.24,41.77
