"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-01-01#StationRSP/KLRSP/L1Phuentsholing58086.7258.092Rinchending58157.8258.163Pasakha58220.8258.224Chimakothi59633.4659.635Lungtenzampa59930.7159.936Paro Town60091.760.097Haa60867.2860.878Bajo Town60284.5960.289Beychu60508.0960.5110Samtse Town57646.9857.6511Sipsoo59249.9259.2512Gomtu57704.3457.713Gedu59225.9259.2314Lobesa60179.0360.1815Khuruthang60259.4960.2616Gasa61643.2261.64",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,58086.72,58.09
2,Rinchending,58157.82,58.16
3,Pasakha,58220.82,58.22
4,Chimakothi,59633.46,59.63
5,Lungtenzampa,59930.71,59.93
6,Paro Town,60091.7,60.09
7,Haa,60867.28,60.87
8,Bajo Town,60284.59,60.28
9,Beychu,60508.09,60.51
10,Samtse Town,57646.98,57.65
11,Sipsoo,59249.92,59.25
12,Gomtu,57704.34,57.7
13,Gedu,59225.92,59.23
14,Lobesa,60179.03,60.18
15,Khuruthang,60259.49,60.26
16,Gasa,61643.22,61.64
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-01-01#StationRSP/KLRSP/L1Phuentsholing58086.7258.092Rinchending58157.8258.163Pasakha58220.8258.224Chimakothi59633.4659.635Lungtenzampa59930.7159.936Paro Town60091.760.097Haa60867.2860.878Bajo Town60284.5960.289Beychu60508.0960.5110Samtse Town57646.9857.6511Sipsoo59249.9259.2512Gomtu57704.3457.713Gedu59225.9259.2314Lobesa60179.0360.1815Khuruthang60259.4960.2616Gasa61643.2261.64",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,58086.72,58.09
2,Rinchending,58157.82,58.16
3,Pasakha,58220.82,58.22
4,Chimakothi,59633.46,59.63
5,Lungtenzampa,59930.71,59.93
6,Paro Town,60091.7,60.09
7,Haa,60867.28,60.87
8,Bajo Town,60284.59,60.28
9,Beychu,60508.09,60.51
10,Samtse Town,57646.98,57.65
11,Sipsoo,59249.92,59.25
12,Gomtu,57704.34,57.7
13,Gedu,59225.92,59.23
14,Lobesa,60179.03,60.18
15,Khuruthang,60259.49,60.26
16,Gasa,61643.22,61.64
