"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-05-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate32582.7832.582Nganglam Potonala33021.333.023Wamrong33706.8633.714Trashigang34232.8634.235Trashiyangtse34900.1434.96Mongar35156.8335.167Gyelposing35330.4835.338Kanglung34202.2534.29Pemagatshel33655.9133.6610Lhuntse35764.5935.7611Jomotsangkha32582.7832.5812Autsho35453.3835.4513Doksum34481.9134.4814Bhangtar33257.1333.2615Rangjung34441.0534.44",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,32582.78,32.58
2,Nganglam Potonala,33021.3,33.02
3,Wamrong,33706.86,33.71
4,Trashigang,34232.86,34.23
5,Trashiyangtse,34900.14,34.9
6,Mongar,35156.83,35.16
7,Gyelposing,35330.48,35.33
8,Kanglung,34202.25,34.2
9,Pemagatshel,33655.91,33.66
10,Lhuntse,35764.59,35.76
11,Jomotsangkha,32582.78,32.58
12,Autsho,35453.38,35.45
13,Doksum,34481.91,34.48
14,Bhangtar,33257.13,33.26
15,Rangjung,34441.05,34.44
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-05-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate32582.7832.582Nganglam Potonala33021.333.023Wamrong33706.8633.714Trashigang34232.8634.235Trashiyangtse34900.1434.96Mongar35156.8335.167Gyelposing35330.4835.338Kanglung34202.2534.29Pemagatshel33655.9133.6610Lhuntse35764.5935.7611Jomotsangkha32582.7832.5812Autsho35453.3835.4513Doksum34481.9134.4814Bhangtar33257.1333.2615Rangjung34441.0534.44",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,32582.78,32.58
2,Nganglam Potonala,33021.3,33.02
3,Wamrong,33706.86,33.71
4,Trashigang,34232.86,34.23
5,Trashiyangtse,34900.14,34.9
6,Mongar,35156.83,35.16
7,Gyelposing,35330.48,35.33
8,Kanglung,34202.25,34.2
9,Pemagatshel,33655.91,33.66
10,Lhuntse,35764.59,35.76
11,Jomotsangkha,32582.78,32.58
12,Autsho,35453.38,35.45
13,Doksum,34481.91,34.48
14,Bhangtar,33257.13,33.26
15,Rangjung,34441.05,34.44
