"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-03-01#StationRSP/KLRSP/L1Phuentsholing60765.0360.772Rinchending60836.1360.843Pasakha60899.1360.94Chimakothi62344.5562.345Lungtenzampa62639.6162.646Paro Town62803.3162.87Haa63590.9863.598Bajo Town62978.3862.989Beychu63201.8863.210Samtse Town60878.1160.8811Sipsoo61931.961.9312Gomtu60831.4160.8313Gedu61937.6161.9414Lobesa62872.0662.8715Khuruthang62952.5262.9516Gasa64364.364.36",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,60765.03,60.77
2,Rinchending,60836.13,60.84
3,Pasakha,60899.13,60.9
4,Chimakothi,62344.55,62.34
5,Lungtenzampa,62639.61,62.64
6,Paro Town,62803.31,62.8
7,Haa,63590.98,63.59
8,Bajo Town,62978.38,62.98
9,Beychu,63201.88,63.2
10,Samtse Town,60878.11,60.88
11,Sipsoo,61931.9,61.93
12,Gomtu,60831.41,60.83
13,Gedu,61937.61,61.94
14,Lobesa,62872.06,62.87
15,Khuruthang,62952.52,62.95
16,Gasa,64364.3,64.36
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-03-01#StationRSP/KLRSP/L1Phuentsholing60765.0360.772Rinchending60836.1360.843Pasakha60899.1360.94Chimakothi62344.5562.345Lungtenzampa62639.6162.646Paro Town62803.3162.87Haa63590.9863.598Bajo Town62978.3862.989Beychu63201.8863.210Samtse Town60878.1160.8811Sipsoo61931.961.9312Gomtu60831.4160.8313Gedu61937.6161.9414Lobesa62872.0662.8715Khuruthang62952.5262.9516Gasa64364.364.36",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,60765.03,60.77
2,Rinchending,60836.13,60.84
3,Pasakha,60899.13,60.9
4,Chimakothi,62344.55,62.34
5,Lungtenzampa,62639.61,62.64
6,Paro Town,62803.31,62.8
7,Haa,63590.98,63.59
8,Bajo Town,62978.38,62.98
9,Beychu,63201.88,63.2
10,Samtse Town,60878.11,60.88
11,Sipsoo,61931.9,61.93
12,Gomtu,60831.41,60.83
13,Gedu,61937.61,61.94
14,Lobesa,62872.06,62.87
15,Khuruthang,62952.52,62.95
16,Gasa,64364.3,64.36
