"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-03-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost49163.1249.162Sarpang49485.3449.493Dagapela50759.0450.764Tsirang50266.4250.275Zhemgang50949.6850.956Trongsa51924.8151.927Bumthang52715.9952.728Dagana51227.1651.239Lhamoizingkha50168.750.1710Dangdung52553.1352.5511Panbang50715.6550.7212Tingtibi50316.3750.32",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,49163.12,49.16
2,Sarpang,49485.34,49.49
3,Dagapela,50759.04,50.76
4,Tsirang,50266.42,50.27
5,Zhemgang,50949.68,50.95
6,Trongsa,51924.81,51.92
7,Bumthang,52715.99,52.72
8,Dagana,51227.16,51.23
9,Lhamoizingkha,50168.7,50.17
10,Dangdung,52553.13,52.55
11,Panbang,50715.65,50.72
12,Tingtibi,50316.37,50.32
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-03-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost49163.1249.162Sarpang49485.3449.493Dagapela50759.0450.764Tsirang50266.4250.275Zhemgang50949.6850.956Trongsa51924.8151.927Bumthang52715.9952.728Dagana51227.1651.239Lhamoizingkha50168.750.1710Dangdung52553.1352.5511Panbang50715.6550.7212Tingtibi50316.3750.32",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,49163.12,49.16
2,Sarpang,49485.34,49.49
3,Dagapela,50759.04,50.76
4,Tsirang,50266.42,50.27
5,Zhemgang,50949.68,50.95
6,Trongsa,51924.81,51.92
7,Bumthang,52715.99,52.72
8,Dagana,51227.16,51.23
9,Lhamoizingkha,50168.7,50.17
10,Dangdung,52553.13,52.55
11,Panbang,50715.65,50.72
12,Tingtibi,50316.37,50.32
