"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-04-01#StationRSP/KLRSP/L1Ramtokto49915.1349.92",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,49915.13,49.92
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-04-01#StationRSP/KLRSP/L1Ramtokto49915.1349.92",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,49915.13,49.92
