"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-02-16#StationRSP/KLRSP/L1Gelephu Town58724.7258.722Sarpang58798.358.83Dagapela60372.1160.374Tsirang59886.3359.895Zhemgang62991.1562.996Trongsa61978.2261.987Bumthang62376.2362.388Dagana60853.1360.859Lhamoizingkha62045.7762.0510Dangdung62144.662.1411Panbang60277.2560.2812Tingtibi60470.4460.47",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,58724.72,58.72
2,Sarpang,58798.3,58.8
3,Dagapela,60372.11,60.37
4,Tsirang,59886.33,59.89
5,Zhemgang,62991.15,62.99
6,Trongsa,61978.22,61.98
7,Bumthang,62376.23,62.38
8,Dagana,60853.13,60.85
9,Lhamoizingkha,62045.77,62.05
10,Dangdung,62144.6,62.14
11,Panbang,60277.25,60.28
12,Tingtibi,60470.44,60.47
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-02-16#StationRSP/KLRSP/L1Gelephu Town58724.7258.722Sarpang58798.358.83Dagapela60372.1160.374Tsirang59886.3359.895Zhemgang62991.1562.996Trongsa61978.2261.987Bumthang62376.2362.388Dagana60853.1360.859Lhamoizingkha62045.7762.0510Dangdung62144.662.1411Panbang60277.2560.2812Tingtibi60470.4460.47",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,58724.72,58.72
2,Sarpang,58798.3,58.8
3,Dagapela,60372.11,60.37
4,Tsirang,59886.33,59.89
5,Zhemgang,62991.15,62.99
6,Trongsa,61978.22,61.98
7,Bumthang,62376.23,62.38
8,Dagana,60853.13,60.85
9,Lhamoizingkha,62045.77,62.05
10,Dangdung,62144.6,62.14
11,Panbang,60277.25,60.28
12,Tingtibi,60470.44,60.47
