"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-11-16#StationRSP/KLRSP/L1Samdrup Jongkhar48546.9548.552Nganglam48546.9548.553Wamrong49789.6549.794Trashigang50217.3150.225Trashiyangtse50976.1650.986Mongar51196.0851.27Gyelposing51296.251.38Kanglung50269.1250.279Pemagatshel49708.9749.7110Lhuntse51772.7151.7711Jomotsangkha47257.8947.2612Autsho51444.651.4413Doksum50479.0450.4814Bhangtar49154.8749.1515Rangjung50453.450.45",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,48546.95,48.55
2,Nganglam,48546.95,48.55
3,Wamrong,49789.65,49.79
4,Trashigang,50217.31,50.22
5,Trashiyangtse,50976.16,50.98
6,Mongar,51196.08,51.2
7,Gyelposing,51296.2,51.3
8,Kanglung,50269.12,50.27
9,Pemagatshel,49708.97,49.71
10,Lhuntse,51772.71,51.77
11,Jomotsangkha,47257.89,47.26
12,Autsho,51444.6,51.44
13,Doksum,50479.04,50.48
14,Bhangtar,49154.87,49.15
15,Rangjung,50453.4,50.45
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-11-16#StationRSP/KLRSP/L1Samdrup Jongkhar48546.9548.552Nganglam48546.9548.553Wamrong49789.6549.794Trashigang50217.3150.225Trashiyangtse50976.1650.986Mongar51196.0851.27Gyelposing51296.251.38Kanglung50269.1250.279Pemagatshel49708.9749.7110Lhuntse51772.7151.7711Jomotsangkha47257.8947.2612Autsho51444.651.4413Doksum50479.0450.4814Bhangtar49154.8749.1515Rangjung50453.450.45",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,48546.95,48.55
2,Nganglam,48546.95,48.55
3,Wamrong,49789.65,49.79
4,Trashigang,50217.31,50.22
5,Trashiyangtse,50976.16,50.98
6,Mongar,51196.08,51.2
7,Gyelposing,51296.2,51.3
8,Kanglung,50269.12,50.27
9,Pemagatshel,49708.97,49.71
10,Lhuntse,51772.71,51.77
11,Jomotsangkha,47257.89,47.26
12,Autsho,51444.6,51.44
13,Doksum,50479.04,50.48
14,Bhangtar,49154.87,49.15
15,Rangjung,50453.4,50.45
