"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-01-16#StationRSP/KLRSP/L1Phuentsholing63229.0763.232Rinchending63300.1763.33Pasakha63363.1763.364Chimakothi64838.7464.845Lungtenzampa65131.865.136Paro Town65297.9965.37Haa66096.7766.18Bajo Town65456.6665.469Beychu65680.1665.6810Samtse Town63788.2563.7911Sipsoo64399.3164.412Gomtu63620.0863.6213Gedu64432.3564.4314Lobesa65349.6565.3515Khuruthang65430.1165.4316Gasa66867.766.87",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,63229.07,63.23
2,Rinchending,63300.17,63.3
3,Pasakha,63363.17,63.36
4,Chimakothi,64838.74,64.84
5,Lungtenzampa,65131.8,65.13
6,Paro Town,65297.99,65.3
7,Haa,66096.77,66.1
8,Bajo Town,65456.66,65.46
9,Beychu,65680.16,65.68
10,Samtse Town,63788.25,63.79
11,Sipsoo,64399.31,64.4
12,Gomtu,63620.08,63.62
13,Gedu,64432.35,64.43
14,Lobesa,65349.65,65.35
15,Khuruthang,65430.11,65.43
16,Gasa,66867.7,66.87
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-01-16#StationRSP/KLRSP/L1Phuentsholing63229.0763.232Rinchending63300.1763.33Pasakha63363.1763.364Chimakothi64838.7464.845Lungtenzampa65131.865.136Paro Town65297.9965.37Haa66096.7766.18Bajo Town65456.6665.469Beychu65680.1665.6810Samtse Town63788.2563.7911Sipsoo64399.3164.412Gomtu63620.0863.6213Gedu64432.3564.4314Lobesa65349.6565.3515Khuruthang65430.1165.4316Gasa66867.766.87",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,63229.07,63.23
2,Rinchending,63300.17,63.3
3,Pasakha,63363.17,63.36
4,Chimakothi,64838.74,64.84
5,Lungtenzampa,65131.8,65.13
6,Paro Town,65297.99,65.3
7,Haa,66096.77,66.1
8,Bajo Town,65456.66,65.46
9,Beychu,65680.16,65.68
10,Samtse Town,63788.25,63.79
11,Sipsoo,64399.31,64.4
12,Gomtu,63620.08,63.62
13,Gedu,64432.35,64.43
14,Lobesa,65349.65,65.35
15,Khuruthang,65430.11,65.43
16,Gasa,66867.7,66.87
