"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-10-01#StationRSP/KLRSP/L1Phuentsholing50185.0250.192Rinchending50265.4850.273Pasakha50319.1250.324Chimakothi51470.4551.475Lungtenzampa51942.1151.946Paro Town51924.4851.927Haa52603.7552.68Bajo Town52259.4752.269Beychu52482.9752.4810Samtse Town50085.1850.0911Sipsoo51319.0151.3212Gomtu50044.7950.0413Gedu51058.1851.0614Lobesa52159.9752.1615Khuruthang52240.4352.2416Gasa53400.4753.4",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,50185.02,50.19
2,Rinchending,50265.48,50.27
3,Pasakha,50319.12,50.32
4,Chimakothi,51470.45,51.47
5,Lungtenzampa,51942.11,51.94
6,Paro Town,51924.48,51.92
7,Haa,52603.75,52.6
8,Bajo Town,52259.47,52.26
9,Beychu,52482.97,52.48
10,Samtse Town,50085.18,50.09
11,Sipsoo,51319.01,51.32
12,Gomtu,50044.79,50.04
13,Gedu,51058.18,51.06
14,Lobesa,52159.97,52.16
15,Khuruthang,52240.43,52.24
16,Gasa,53400.47,53.4
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-10-01#StationRSP/KLRSP/L1Phuentsholing50185.0250.192Rinchending50265.4850.273Pasakha50319.1250.324Chimakothi51470.4551.475Lungtenzampa51942.1151.946Paro Town51924.4851.927Haa52603.7552.68Bajo Town52259.4752.269Beychu52482.9752.4810Samtse Town50085.1850.0911Sipsoo51319.0151.3212Gomtu50044.7950.0413Gedu51058.1851.0614Lobesa52159.9752.1615Khuruthang52240.4352.2416Gasa53400.4753.4",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,50185.02,50.19
2,Rinchending,50265.48,50.27
3,Pasakha,50319.12,50.32
4,Chimakothi,51470.45,51.47
5,Lungtenzampa,51942.11,51.94
6,Paro Town,51924.48,51.92
7,Haa,52603.75,52.6
8,Bajo Town,52259.47,52.26
9,Beychu,52482.97,52.48
10,Samtse Town,50085.18,50.09
11,Sipsoo,51319.01,51.32
12,Gomtu,50044.79,50.04
13,Gedu,51058.18,51.06
14,Lobesa,52159.97,52.16
15,Khuruthang,52240.43,52.24
16,Gasa,53400.47,53.4
