"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-04-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate43418.8843.422Nganglam Potonala43858.4743.863Wamrong44743.1244.744Trashigang45103.1945.15Trashiyangtse45924.9845.926Mongar46119.6346.127Gyelposing46169.246.178Kanglung45211.6445.219Pemagatshel4464244.6410Lhuntse46674.8646.6711Jomotsangkha43418.8843.4212Autsho46335.1346.3413Doksum45373.6345.3714Bhangtar44148.8544.1515Rangjung45358.4445.36",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,43418.88,43.42
2,Nganglam Potonala,43858.47,43.86
3,Wamrong,44743.12,44.74
4,Trashigang,45103.19,45.1
5,Trashiyangtse,45924.98,45.92
6,Mongar,46119.63,46.12
7,Gyelposing,46169.2,46.17
8,Kanglung,45211.64,45.21
9,Pemagatshel,44642,44.64
10,Lhuntse,46674.86,46.67
11,Jomotsangkha,43418.88,43.42
12,Autsho,46335.13,46.34
13,Doksum,45373.63,45.37
14,Bhangtar,44148.85,44.15
15,Rangjung,45358.44,45.36
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-04-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate43418.8843.422Nganglam Potonala43858.4743.863Wamrong44743.1244.744Trashigang45103.1945.15Trashiyangtse45924.9845.926Mongar46119.6346.127Gyelposing46169.246.178Kanglung45211.6445.219Pemagatshel4464244.6410Lhuntse46674.8646.6711Jomotsangkha43418.8843.4212Autsho46335.1346.3413Doksum45373.6345.3714Bhangtar44148.8544.1515Rangjung45358.4445.36",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,43418.88,43.42
2,Nganglam Potonala,43858.47,43.86
3,Wamrong,44743.12,44.74
4,Trashigang,45103.19,45.1
5,Trashiyangtse,45924.98,45.92
6,Mongar,46119.63,46.12
7,Gyelposing,46169.2,46.17
8,Kanglung,45211.64,45.21
9,Pemagatshel,44642,44.64
10,Lhuntse,46674.86,46.67
11,Jomotsangkha,43418.88,43.42
12,Autsho,46335.13,46.34
13,Doksum,45373.63,45.37
14,Bhangtar,44148.85,44.15
15,Rangjung,45358.44,45.36
