"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-10-01#StationRSP/KLRSP/L1Ramtokto51826.5851.83",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,51826.58,51.83
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-10-01#StationRSP/KLRSP/L1Ramtokto51826.5851.83",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,51826.58,51.83
