"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-02-16#StationRSP/KLRSP/L1Phuentsholing60202.1660.22Rinchending60273.2660.273Pasakha60336.2660.344Chimakothi61774.7961.775Lungtenzampa62070.3162.076Paro Town62233.4562.237Haa63018.5763.028Bajo Town62412.2562.419Beychu62635.7562.6410Samtse Town60655.3960.6611Sipsoo61368.2661.3712Gomtu60487.2360.4913Gedu61367.7261.3714Lobesa62306.162.3115Khuruthang62386.5662.3916Gasa63792.4463.79",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,60202.16,60.2
2,Rinchending,60273.26,60.27
3,Pasakha,60336.26,60.34
4,Chimakothi,61774.79,61.77
5,Lungtenzampa,62070.31,62.07
6,Paro Town,62233.45,62.23
7,Haa,63018.57,63.02
8,Bajo Town,62412.25,62.41
9,Beychu,62635.75,62.64
10,Samtse Town,60655.39,60.66
11,Sipsoo,61368.26,61.37
12,Gomtu,60487.23,60.49
13,Gedu,61367.72,61.37
14,Lobesa,62306.1,62.31
15,Khuruthang,62386.56,62.39
16,Gasa,63792.44,63.79
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-02-16#StationRSP/KLRSP/L1Phuentsholing60202.1660.22Rinchending60273.2660.273Pasakha60336.2660.344Chimakothi61774.7961.775Lungtenzampa62070.3162.076Paro Town62233.4562.237Haa63018.5763.028Bajo Town62412.2562.419Beychu62635.7562.6410Samtse Town60655.3960.6611Sipsoo61368.2661.3712Gomtu60487.2360.4913Gedu61367.7261.3714Lobesa62306.162.3115Khuruthang62386.5662.3916Gasa63792.4463.79",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,60202.16,60.2
2,Rinchending,60273.26,60.27
3,Pasakha,60336.26,60.34
4,Chimakothi,61774.79,61.77
5,Lungtenzampa,62070.31,62.07
6,Paro Town,62233.45,62.23
7,Haa,63018.57,63.02
8,Bajo Town,62412.25,62.41
9,Beychu,62635.75,62.64
10,Samtse Town,60655.39,60.66
11,Sipsoo,61368.26,61.37
12,Gomtu,60487.23,60.49
13,Gedu,61367.72,61.37
14,Lobesa,62306.1,62.31
15,Khuruthang,62386.56,62.39
16,Gasa,63792.44,63.79
