"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-01-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost5893958.942Sarpang59273.5559.273Dagapela60587.5460.594Tsirang60101.9160.15Zhemgang60793.1160.796Trongsa61764.7961.767Bumthang62592.7262.598Dagana61068.8661.079Lhamoizingkha59945.4459.9510Dangdung62359.5562.3611Panbang60491.5360.4912Tingtibi60108.3860.11",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,58939,58.94
2,Sarpang,59273.55,59.27
3,Dagapela,60587.54,60.59
4,Tsirang,60101.91,60.1
5,Zhemgang,60793.11,60.79
6,Trongsa,61764.79,61.76
7,Bumthang,62592.72,62.59
8,Dagana,61068.86,61.07
9,Lhamoizingkha,59945.44,59.95
10,Dangdung,62359.55,62.36
11,Panbang,60491.53,60.49
12,Tingtibi,60108.38,60.11
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-01-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost5893958.942Sarpang59273.5559.273Dagapela60587.5460.594Tsirang60101.9160.15Zhemgang60793.1160.796Trongsa61764.7961.767Bumthang62592.7262.598Dagana61068.8661.079Lhamoizingkha59945.4459.9510Dangdung62359.5562.3611Panbang60491.5360.4912Tingtibi60108.3860.11",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,58939,58.94
2,Sarpang,59273.55,59.27
3,Dagapela,60587.54,60.59
4,Tsirang,60101.91,60.1
5,Zhemgang,60793.11,60.79
6,Trongsa,61764.79,61.76
7,Bumthang,62592.72,62.59
8,Dagana,61068.86,61.07
9,Lhamoizingkha,59945.44,59.95
10,Dangdung,62359.55,62.36
11,Panbang,60491.53,60.49
12,Tingtibi,60108.38,60.11
