"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-04-01#StationRSP/KLRSP/L1Phuentsholing48175.0448.182Rinchending48246.1448.253Pasakha48309.1448.314Chimakothi49600.4849.65Lungtenzampa49905.7949.916Paro Town50056.7750.067Haa50787.6450.798Bajo Town50315.6250.329Beychu50539.1250.5410Samtse Town48269.1948.2711Sipsoo49324.6849.3212Gomtu48222.4948.2213Gedu49190.7549.1914Lobesa50212.8750.2115Khuruthang50293.3350.2916Gasa51573.2351.57",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,48175.04,48.18
2,Rinchending,48246.14,48.25
3,Pasakha,48309.14,48.31
4,Chimakothi,49600.48,49.6
5,Lungtenzampa,49905.79,49.91
6,Paro Town,50056.77,50.06
7,Haa,50787.64,50.79
8,Bajo Town,50315.62,50.32
9,Beychu,50539.12,50.54
10,Samtse Town,48269.19,48.27
11,Sipsoo,49324.68,49.32
12,Gomtu,48222.49,48.22
13,Gedu,49190.75,49.19
14,Lobesa,50212.87,50.21
15,Khuruthang,50293.33,50.29
16,Gasa,51573.23,51.57
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-04-01#StationRSP/KLRSP/L1Phuentsholing48175.0448.182Rinchending48246.1448.253Pasakha48309.1448.314Chimakothi49600.4849.65Lungtenzampa49905.7949.916Paro Town50056.7750.067Haa50787.6450.798Bajo Town50315.6250.329Beychu50539.1250.5410Samtse Town48269.1948.2711Sipsoo49324.6849.3212Gomtu48222.4948.2213Gedu49190.7549.1914Lobesa50212.8750.2115Khuruthang50293.3350.2916Gasa51573.2351.57",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,48175.04,48.18
2,Rinchending,48246.14,48.25
3,Pasakha,48309.14,48.31
4,Chimakothi,49600.48,49.6
5,Lungtenzampa,49905.79,49.91
6,Paro Town,50056.77,50.06
7,Haa,50787.64,50.79
8,Bajo Town,50315.62,50.32
9,Beychu,50539.12,50.54
10,Samtse Town,48269.19,48.27
11,Sipsoo,49324.68,49.32
12,Gomtu,48222.49,48.22
13,Gedu,49190.75,49.19
14,Lobesa,50212.87,50.21
15,Khuruthang,50293.33,50.29
16,Gasa,51573.23,51.57
