"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-03-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate53293.7553.292Nganglam Potonala53732.2953.733Wamrong54571.7254.574Trashigang54970.1554.975Trashiyangtse55756.2255.766Mongar55965.2155.977Gyelposing56043.4656.048Kanglung55046.4555.059Pemagatshel54482.254.4810Lhuntse56532.5856.5311Jomotsangkha53293.7553.2912Autsho56199.4556.213Doksum55235.6455.2414Bhangtar54010.8654.0115Rangjung55214.5255.21",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,53293.75,53.29
2,Nganglam Potonala,53732.29,53.73
3,Wamrong,54571.72,54.57
4,Trashigang,54970.15,54.97
5,Trashiyangtse,55756.22,55.76
6,Mongar,55965.21,55.97
7,Gyelposing,56043.46,56.04
8,Kanglung,55046.45,55.05
9,Pemagatshel,54482.2,54.48
10,Lhuntse,56532.58,56.53
11,Jomotsangkha,53293.75,53.29
12,Autsho,56199.45,56.2
13,Doksum,55235.64,55.24
14,Bhangtar,54010.86,54.01
15,Rangjung,55214.52,55.21
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-03-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate53293.7553.292Nganglam Potonala53732.2953.733Wamrong54571.7254.574Trashigang54970.1554.975Trashiyangtse55756.2255.766Mongar55965.2155.977Gyelposing56043.4656.048Kanglung55046.4555.059Pemagatshel54482.254.4810Lhuntse56532.5856.5311Jomotsangkha53293.7553.2912Autsho56199.4556.213Doksum55235.6455.2414Bhangtar54010.8654.0115Rangjung55214.5255.21",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,53293.75,53.29
2,Nganglam Potonala,53732.29,53.73
3,Wamrong,54571.72,54.57
4,Trashigang,54970.15,54.97
5,Trashiyangtse,55756.22,55.76
6,Mongar,55965.21,55.97
7,Gyelposing,56043.46,56.04
8,Kanglung,55046.45,55.05
9,Pemagatshel,54482.2,54.48
10,Lhuntse,56532.58,56.53
11,Jomotsangkha,53293.75,53.29
12,Autsho,56199.45,56.2
13,Doksum,55235.64,55.24
14,Bhangtar,54010.86,54.01
15,Rangjung,55214.52,55.21
