"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-09-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate49318.9249.322Nganglam Potonala49363.8449.363Wamrong50567.3650.574Trashigang50990.2750.995Trashiyangtse51753.5451.756Mongar51971.6851.977Gyelposing52068.2552.078Kanglung51046.0551.059Pemagatshel50485.2450.4910Lhuntse52546.8152.5511Jomotsangkha49318.9249.3212Autsho52217.8852.2213Doksum51252.6151.2514Bhangtar49926.8449.9315Rangjung51227.751.23",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,49318.92,49.32
2,Nganglam Potonala,49363.84,49.36
3,Wamrong,50567.36,50.57
4,Trashigang,50990.27,50.99
5,Trashiyangtse,51753.54,51.75
6,Mongar,51971.68,51.97
7,Gyelposing,52068.25,52.07
8,Kanglung,51046.05,51.05
9,Pemagatshel,50485.24,50.49
10,Lhuntse,52546.81,52.55
11,Jomotsangkha,49318.92,49.32
12,Autsho,52217.88,52.22
13,Doksum,51252.61,51.25
14,Bhangtar,49926.84,49.93
15,Rangjung,51227.7,51.23
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-09-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate49318.9249.322Nganglam Potonala49363.8449.363Wamrong50567.3650.574Trashigang50990.2750.995Trashiyangtse51753.5451.756Mongar51971.6851.977Gyelposing52068.2552.078Kanglung51046.0551.059Pemagatshel50485.2450.4910Lhuntse52546.8152.5511Jomotsangkha49318.9249.3212Autsho52217.8852.2213Doksum51252.6151.2514Bhangtar49926.8449.9315Rangjung51227.751.23",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,49318.92,49.32
2,Nganglam Potonala,49363.84,49.36
3,Wamrong,50567.36,50.57
4,Trashigang,50990.27,50.99
5,Trashiyangtse,51753.54,51.75
6,Mongar,51971.68,51.97
7,Gyelposing,52068.25,52.07
8,Kanglung,51046.05,51.05
9,Pemagatshel,50485.24,50.49
10,Lhuntse,52546.81,52.55
11,Jomotsangkha,49318.92,49.32
12,Autsho,52217.88,52.22
13,Doksum,51252.61,51.25
14,Bhangtar,49926.84,49.93
15,Rangjung,51227.7,51.23
