"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-09-01#StationRSP/KLRSP/L1Gelephu Town53434.0953.432Sarpang53526.3353.533Dagapela55161.0555.164Tsirang54685.8454.695Zhemgang57802.6657.86Trongsa56784.5256.787Bumthang57238.157.248Dagana55662.0455.669Lhamoizingkha57603.1357.610Dangdung56900.1556.911Panbang54986.6254.9912Tingtibi55204.2155.2",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,53434.09,53.43
2,Sarpang,53526.33,53.53
3,Dagapela,55161.05,55.16
4,Tsirang,54685.84,54.69
5,Zhemgang,57802.66,57.8
6,Trongsa,56784.52,56.78
7,Bumthang,57238.1,57.24
8,Dagana,55662.04,55.66
9,Lhamoizingkha,57603.13,57.6
10,Dangdung,56900.15,56.9
11,Panbang,54986.62,54.99
12,Tingtibi,55204.21,55.2
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-09-01#StationRSP/KLRSP/L1Gelephu Town53434.0953.432Sarpang53526.3353.533Dagapela55161.0555.164Tsirang54685.8454.695Zhemgang57802.6657.86Trongsa56784.5256.787Bumthang57238.157.248Dagana55662.0455.669Lhamoizingkha57603.1357.610Dangdung56900.1556.911Panbang54986.6254.9912Tingtibi55204.2155.2",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,53434.09,53.43
2,Sarpang,53526.33,53.53
3,Dagapela,55161.05,55.16
4,Tsirang,54685.84,54.69
5,Zhemgang,57802.66,57.8
6,Trongsa,56784.52,56.78
7,Bumthang,57238.1,57.24
8,Dagana,55662.04,55.66
9,Lhamoizingkha,57603.13,57.6
10,Dangdung,56900.15,56.9
11,Panbang,54986.62,54.99
12,Tingtibi,55204.21,55.2
