"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-12-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost52901.2852.92Sarpang53228.2153.233Dagapela54517.3254.524Tsirang54027.3854.035Zhemgang54713.6754.716Trongsa55687.4855.697Bumthang56492.7256.498Dagana54990.4854.999Lhamoizingkha53907.1953.9110Dangdung56302.9756.311Panbang54453.8154.4512Tingtibi54060.6954.06",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,52901.28,52.9
2,Sarpang,53228.21,53.23
3,Dagapela,54517.32,54.52
4,Tsirang,54027.38,54.03
5,Zhemgang,54713.67,54.71
6,Trongsa,55687.48,55.69
7,Bumthang,56492.72,56.49
8,Dagana,54990.48,54.99
9,Lhamoizingkha,53907.19,53.91
10,Dangdung,56302.97,56.3
11,Panbang,54453.81,54.45
12,Tingtibi,54060.69,54.06
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-12-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost52901.2852.92Sarpang53228.2153.233Dagapela54517.3254.524Tsirang54027.3854.035Zhemgang54713.6754.716Trongsa55687.4855.697Bumthang56492.7256.498Dagana54990.4854.999Lhamoizingkha53907.1953.9110Dangdung56302.9756.311Panbang54453.8154.4512Tingtibi54060.6954.06",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,52901.28,52.9
2,Sarpang,53228.21,53.23
3,Dagapela,54517.32,54.52
4,Tsirang,54027.38,54.03
5,Zhemgang,54713.67,54.71
6,Trongsa,55687.48,55.69
7,Bumthang,56492.72,56.49
8,Dagana,54990.48,54.99
9,Lhamoizingkha,53907.19,53.91
10,Dangdung,56302.97,56.3
11,Panbang,54453.81,54.45
12,Tingtibi,54060.69,54.06
