"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-09-16#StationRSP/KLRSP/L1Phuentsholing51066.4151.072Rinchending51146.8751.153Pasakha51200.5151.24Chimakothi52359.5752.365Lungtenzampa52830.7152.836Paro Town52813.7252.817Haa53495.8453.58Bajo Town53144.5153.149Beychu53368.0153.3710Samtse Town50966.5850.9711Sipsoo52201.2752.212Gomtu50926.1950.9313Gedu51947.4351.9514Lobesa53044.8353.0415Khuruthang53125.2953.1316Gasa54291.9454.29",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,51066.41,51.07
2,Rinchending,51146.87,51.15
3,Pasakha,51200.51,51.2
4,Chimakothi,52359.57,52.36
5,Lungtenzampa,52830.71,52.83
6,Paro Town,52813.72,52.81
7,Haa,53495.84,53.5
8,Bajo Town,53144.51,53.14
9,Beychu,53368.01,53.37
10,Samtse Town,50966.58,50.97
11,Sipsoo,52201.27,52.2
12,Gomtu,50926.19,50.93
13,Gedu,51947.43,51.95
14,Lobesa,53044.83,53.04
15,Khuruthang,53125.29,53.13
16,Gasa,54291.94,54.29
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-09-16#StationRSP/KLRSP/L1Phuentsholing51066.4151.072Rinchending51146.8751.153Pasakha51200.5151.24Chimakothi52359.5752.365Lungtenzampa52830.7152.836Paro Town52813.7252.817Haa53495.8453.58Bajo Town53144.5153.149Beychu53368.0153.3710Samtse Town50966.5850.9711Sipsoo52201.2752.212Gomtu50926.1950.9313Gedu51947.4351.9514Lobesa53044.8353.0415Khuruthang53125.2953.1316Gasa54291.9454.29",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,51066.41,51.07
2,Rinchending,51146.87,51.15
3,Pasakha,51200.51,51.2
4,Chimakothi,52359.57,52.36
5,Lungtenzampa,52830.71,52.83
6,Paro Town,52813.72,52.81
7,Haa,53495.84,53.5
8,Bajo Town,53144.51,53.14
9,Beychu,53368.01,53.37
10,Samtse Town,50966.58,50.97
11,Sipsoo,52201.27,52.2
12,Gomtu,50926.19,50.93
13,Gedu,51947.43,51.95
14,Lobesa,53044.83,53.04
15,Khuruthang,53125.29,53.13
16,Gasa,54291.94,54.29
