"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-11-16#StationRSP/KLRSP/L1Phuentsholing54751.8754.752Rinchending54822.9754.823Pasakha54885.9754.894Chimakothi56257.856.265Lungtenzampa56557.7656.566Paro Town56715.3856.727Haa57475.9257.488Bajo Town56930.4656.939Beychu57153.9657.1510Samtse Town54312.1454.3111Sipsoo55910.5155.9112Gomtu54369.554.3713Gedu55849.5255.8514Lobesa56825.8556.8315Khuruthang56906.3156.9116Gasa58255.158.26",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,54751.87,54.75
2,Rinchending,54822.97,54.82
3,Pasakha,54885.97,54.89
4,Chimakothi,56257.8,56.26
5,Lungtenzampa,56557.76,56.56
6,Paro Town,56715.38,56.72
7,Haa,57475.92,57.48
8,Bajo Town,56930.46,56.93
9,Beychu,57153.96,57.15
10,Samtse Town,54312.14,54.31
11,Sipsoo,55910.51,55.91
12,Gomtu,54369.5,54.37
13,Gedu,55849.52,55.85
14,Lobesa,56825.85,56.83
15,Khuruthang,56906.31,56.91
16,Gasa,58255.1,58.26
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-11-16#StationRSP/KLRSP/L1Phuentsholing54751.8754.752Rinchending54822.9754.823Pasakha54885.9754.894Chimakothi56257.856.265Lungtenzampa56557.7656.566Paro Town56715.3856.727Haa57475.9257.488Bajo Town56930.4656.939Beychu57153.9657.1510Samtse Town54312.1454.3111Sipsoo55910.5155.9112Gomtu54369.554.3713Gedu55849.5255.8514Lobesa56825.8556.8315Khuruthang56906.3156.9116Gasa58255.158.26",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,54751.87,54.75
2,Rinchending,54822.97,54.82
3,Pasakha,54885.97,54.89
4,Chimakothi,56257.8,56.26
5,Lungtenzampa,56557.76,56.56
6,Paro Town,56715.38,56.72
7,Haa,57475.92,57.48
8,Bajo Town,56930.46,56.93
9,Beychu,57153.96,57.15
10,Samtse Town,54312.14,54.31
11,Sipsoo,55910.51,55.91
12,Gomtu,54369.5,54.37
13,Gedu,55849.52,55.85
14,Lobesa,56825.85,56.83
15,Khuruthang,56906.31,56.91
16,Gasa,58255.1,58.26
