"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-12-16#StationRSP/KLRSP/L1Phuentsholing57888.2357.892Rinchending57959.3357.963Pasakha58022.3358.024Chimakothi59432.5459.435Lungtenzampa59729.9559.736Paro Town59890.7459.897Haa60665.4360.678Bajo Town60084.9560.089Beychu60308.4560.3110Samtse Town57448.4957.4511Sipsoo59051.1659.0512Gomtu57505.8557.5113Gedu59024.9659.0214Lobesa59979.4559.9815Khuruthang60059.9160.0616Gasa61441.5661.44",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,57888.23,57.89
2,Rinchending,57959.33,57.96
3,Pasakha,58022.33,58.02
4,Chimakothi,59432.54,59.43
5,Lungtenzampa,59729.95,59.73
6,Paro Town,59890.74,59.89
7,Haa,60665.43,60.67
8,Bajo Town,60084.95,60.08
9,Beychu,60308.45,60.31
10,Samtse Town,57448.49,57.45
11,Sipsoo,59051.16,59.05
12,Gomtu,57505.85,57.51
13,Gedu,59024.96,59.02
14,Lobesa,59979.45,59.98
15,Khuruthang,60059.91,60.06
16,Gasa,61441.56,61.44
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-12-16#StationRSP/KLRSP/L1Phuentsholing57888.2357.892Rinchending57959.3357.963Pasakha58022.3358.024Chimakothi59432.5459.435Lungtenzampa59729.9559.736Paro Town59890.7459.897Haa60665.4360.678Bajo Town60084.9560.089Beychu60308.4560.3110Samtse Town57448.4957.4511Sipsoo59051.1659.0512Gomtu57505.8557.5113Gedu59024.9659.0214Lobesa59979.4559.9815Khuruthang60059.9160.0616Gasa61441.5661.44",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,57888.23,57.89
2,Rinchending,57959.33,57.96
3,Pasakha,58022.33,58.02
4,Chimakothi,59432.54,59.43
5,Lungtenzampa,59729.95,59.73
6,Paro Town,59890.74,59.89
7,Haa,60665.43,60.67
8,Bajo Town,60084.95,60.08
9,Beychu,60308.45,60.31
10,Samtse Town,57448.49,57.45
11,Sipsoo,59051.16,59.05
12,Gomtu,57505.85,57.51
13,Gedu,59024.96,59.02
14,Lobesa,59979.45,59.98
15,Khuruthang,60059.91,60.06
16,Gasa,61441.56,61.44
