"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-08-01#StationRSP/KLRSP/L1Gelephu Forest Checkpost52474.0752.472Sarpang52800.4752.83Dagapela54087.8154.094Tsirang53597.5653.65Zhemgang54283.5154.286Trongsa55257.4755.267Bumthang56061.156.068Dagana54560.454.569Lhamoizingkha53479.9453.4810Dangdung55874.4255.8711Panbang54026.654.0312Tingtibi53632.7853.63",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,52474.07,52.47
2,Sarpang,52800.47,52.8
3,Dagapela,54087.81,54.09
4,Tsirang,53597.56,53.6
5,Zhemgang,54283.51,54.28
6,Trongsa,55257.47,55.26
7,Bumthang,56061.1,56.06
8,Dagana,54560.4,54.56
9,Lhamoizingkha,53479.94,53.48
10,Dangdung,55874.42,55.87
11,Panbang,54026.6,54.03
12,Tingtibi,53632.78,53.63
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-08-01#StationRSP/KLRSP/L1Gelephu Forest Checkpost52474.0752.472Sarpang52800.4752.83Dagapela54087.8154.094Tsirang53597.5653.65Zhemgang54283.5154.286Trongsa55257.4755.267Bumthang56061.156.068Dagana54560.454.569Lhamoizingkha53479.9453.4810Dangdung55874.4255.8711Panbang54026.654.0312Tingtibi53632.7853.63",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,52474.07,52.47
2,Sarpang,52800.47,52.8
3,Dagapela,54087.81,54.09
4,Tsirang,53597.56,53.6
5,Zhemgang,54283.51,54.28
6,Trongsa,55257.47,55.26
7,Bumthang,56061.1,56.06
8,Dagana,54560.4,54.56
9,Lhamoizingkha,53479.94,53.48
10,Dangdung,55874.42,55.87
11,Panbang,54026.6,54.03
12,Tingtibi,53632.78,53.63
