"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-08-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost52096.352.12Sarpang52446.8852.453Dagapela53813.253.814Tsirang53336.6653.345Zhemgang54038.1654.046Trongsa55005.3655.017Bumthang55881.0355.888Dagana54311.6754.319Lhamoizingkha53103.8753.110Dangdung55556.5255.5611Panbang53648.8353.6512Tingtibi53286.6453.29",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,52096.3,52.1
2,Sarpang,52446.88,52.45
3,Dagapela,53813.2,53.81
4,Tsirang,53336.66,53.34
5,Zhemgang,54038.16,54.04
6,Trongsa,55005.36,55.01
7,Bumthang,55881.03,55.88
8,Dagana,54311.67,54.31
9,Lhamoizingkha,53103.87,53.1
10,Dangdung,55556.52,55.56
11,Panbang,53648.83,53.65
12,Tingtibi,53286.64,53.29
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-08-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost52096.352.12Sarpang52446.8852.453Dagapela53813.253.814Tsirang53336.6653.345Zhemgang54038.1654.046Trongsa55005.3655.017Bumthang55881.0355.888Dagana54311.6754.319Lhamoizingkha53103.8753.110Dangdung55556.5255.5611Panbang53648.8353.6512Tingtibi53286.6453.29",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,52096.3,52.1
2,Sarpang,52446.88,52.45
3,Dagapela,53813.2,53.81
4,Tsirang,53336.66,53.34
5,Zhemgang,54038.16,54.04
6,Trongsa,55005.36,55.01
7,Bumthang,55881.03,55.88
8,Dagana,54311.67,54.31
9,Lhamoizingkha,53103.87,53.1
10,Dangdung,55556.52,55.56
11,Panbang,53648.83,53.65
12,Tingtibi,53286.64,53.29
