"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-05-01#StationRSP/KLRSP/L1Ramtokto45826.1145.83",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,45826.11,45.83
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-05-01#StationRSP/KLRSP/L1Ramtokto45826.1145.83",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,45826.11,45.83
