"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-08-01#StationRSP/KLRSP/L1Ramtokto56739.9556.74",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,56739.95,56.74
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-08-01#StationRSP/KLRSP/L1Ramtokto56739.9556.74",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,56739.95,56.74
