"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-11-01#StationRSP/KLRSP/L1Gelephu Forest Checkpost48101.8248.12Sarpang48422.748.423Dagapela49692.0249.694Tsirang49198.6549.25Zhemgang49881.0549.886Trongsa50856.5550.867Bumthang51643.7451.648Dagana50158.7150.169Lhamoizingkha49107.3149.1110Dangdung51488.5151.4911Panbang49654.3549.6512Tingtibi49253.3149.25",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,48101.82,48.1
2,Sarpang,48422.7,48.42
3,Dagapela,49692.02,49.69
4,Tsirang,49198.65,49.2
5,Zhemgang,49881.05,49.88
6,Trongsa,50856.55,50.86
7,Bumthang,51643.74,51.64
8,Dagana,50158.71,50.16
9,Lhamoizingkha,49107.31,49.11
10,Dangdung,51488.51,51.49
11,Panbang,49654.35,49.65
12,Tingtibi,49253.31,49.25
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-11-01#StationRSP/KLRSP/L1Gelephu Forest Checkpost48101.8248.12Sarpang48422.748.423Dagapela49692.0249.694Tsirang49198.6549.25Zhemgang49881.0549.886Trongsa50856.5550.867Bumthang51643.7451.648Dagana50158.7150.169Lhamoizingkha49107.3149.1110Dangdung51488.5151.4911Panbang49654.3549.6512Tingtibi49253.3149.25",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,48101.82,48.1
2,Sarpang,48422.7,48.42
3,Dagapela,49692.02,49.69
4,Tsirang,49198.65,49.2
5,Zhemgang,49881.05,49.88
6,Trongsa,50856.55,50.86
7,Bumthang,51643.74,51.64
8,Dagana,50158.71,50.16
9,Lhamoizingkha,49107.31,49.11
10,Dangdung,51488.51,51.49
11,Panbang,49654.35,49.65
12,Tingtibi,49253.31,49.25
