"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-08-16#StationRSP/KLRSP/L1Ramtokto55749.1655.75",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,55749.16,55.75
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-08-16#StationRSP/KLRSP/L1Ramtokto55749.1655.75",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,55749.16,55.75
