"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-02-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost58726.0758.732Sarpang59060.3559.063Dagapela60373.4660.374Tsirang59887.6859.895Zhemgang60578.7160.586Trongsa61550.4661.557Bumthang62377.5962.388Dagana60854.4960.859Lhamoizingkha59732.559.7310Dangdung62145.9562.1511Panbang60278.660.2812Tingtibi59895.159.9",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,58726.07,58.73
2,Sarpang,59060.35,59.06
3,Dagapela,60373.46,60.37
4,Tsirang,59887.68,59.89
5,Zhemgang,60578.71,60.58
6,Trongsa,61550.46,61.55
7,Bumthang,62377.59,62.38
8,Dagana,60854.49,60.85
9,Lhamoizingkha,59732.5,59.73
10,Dangdung,62145.95,62.15
11,Panbang,60278.6,60.28
12,Tingtibi,59895.1,59.9
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2021-02-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost58726.0758.732Sarpang59060.3559.063Dagapela60373.4660.374Tsirang59887.6859.895Zhemgang60578.7160.586Trongsa61550.4661.557Bumthang62377.5962.388Dagana60854.4960.859Lhamoizingkha59732.559.7310Dangdung62145.9562.1511Panbang60278.660.2812Tingtibi59895.159.9",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,58726.07,58.73
2,Sarpang,59060.35,59.06
3,Dagapela,60373.46,60.37
4,Tsirang,59887.68,59.89
5,Zhemgang,60578.71,60.58
6,Trongsa,61550.46,61.55
7,Bumthang,62377.59,62.38
8,Dagana,60854.49,60.85
9,Lhamoizingkha,59732.5,59.73
10,Dangdung,62145.95,62.15
11,Panbang,60278.6,60.28
12,Tingtibi,59895.1,59.9
