"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-05-01#StationRSP/KLRSP/L1Ramtokto37768.6137.77",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,37768.61,37.77
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-05-01#StationRSP/KLRSP/L1Ramtokto37768.6137.77",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,37768.61,37.77
