"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-12-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost54742.1654.742Sarpang55097.455.13Dagapela56478.9656.484Tsirang56005.0556.015Zhemgang56709.5556.716Trongsa57675.4557.687Bumthang58565.0158.578Dagana56982.4156.989Lhamoizingkha55750.0555.7510Dangdung58213.9258.2111Panbang56294.6956.2912Tingtibi55938.5955.94",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,54742.16,54.74
2,Sarpang,55097.4,55.1
3,Dagapela,56478.96,56.48
4,Tsirang,56005.05,56.01
5,Zhemgang,56709.55,56.71
6,Trongsa,57675.45,57.68
7,Bumthang,58565.01,58.57
8,Dagana,56982.41,56.98
9,Lhamoizingkha,55750.05,55.75
10,Dangdung,58213.92,58.21
11,Panbang,56294.69,56.29
12,Tingtibi,55938.59,55.94
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-12-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost54742.1654.742Sarpang55097.455.13Dagapela56478.9656.484Tsirang56005.0556.015Zhemgang56709.5556.716Trongsa57675.4557.687Bumthang58565.0158.578Dagana56982.4156.989Lhamoizingkha55750.0555.7510Dangdung58213.9258.2111Panbang56294.6956.2912Tingtibi55938.5955.94",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,54742.16,54.74
2,Sarpang,55097.4,55.1
3,Dagapela,56478.96,56.48
4,Tsirang,56005.05,56.01
5,Zhemgang,56709.55,56.71
6,Trongsa,57675.45,57.68
7,Bumthang,58565.01,58.57
8,Dagana,56982.41,56.98
9,Lhamoizingkha,55750.05,55.75
10,Dangdung,58213.92,58.21
11,Panbang,56294.69,56.29
12,Tingtibi,55938.59,55.94
