"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-02-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate53729.5953.732Nganglam Potonala54168.1354.173Wamrong55010.855.014Trashigang55406.5455.415Trashiyangtse56195.1256.26Mongar56403.156.47Gyelposing56479.3556.488Kanglung55485.155.499Pemagatshel54920.4754.9210Lhuntse56969.6256.9711Jomotsangkha53729.5953.7312Autsho56636.0256.6413Doksum55672.3855.6714Bhangtar54447.654.4515Rangjung55651.6855.65",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,53729.59,53.73
2,Nganglam Potonala,54168.13,54.17
3,Wamrong,55010.8,55.01
4,Trashigang,55406.54,55.41
5,Trashiyangtse,56195.12,56.2
6,Mongar,56403.1,56.4
7,Gyelposing,56479.35,56.48
8,Kanglung,55485.1,55.49
9,Pemagatshel,54920.47,54.92
10,Lhuntse,56969.62,56.97
11,Jomotsangkha,53729.59,53.73
12,Autsho,56636.02,56.64
13,Doksum,55672.38,55.67
14,Bhangtar,54447.6,54.45
15,Rangjung,55651.68,55.65
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-02-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate53729.5953.732Nganglam Potonala54168.1354.173Wamrong55010.855.014Trashigang55406.5455.415Trashiyangtse56195.1256.26Mongar56403.156.47Gyelposing56479.3556.488Kanglung55485.155.499Pemagatshel54920.4754.9210Lhuntse56969.6256.9711Jomotsangkha53729.5953.7312Autsho56636.0256.6413Doksum55672.3855.6714Bhangtar54447.654.4515Rangjung55651.6855.65",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,53729.59,53.73
2,Nganglam Potonala,54168.13,54.17
3,Wamrong,55010.8,55.01
4,Trashigang,55406.54,55.41
5,Trashiyangtse,56195.12,56.2
6,Mongar,56403.1,56.4
7,Gyelposing,56479.35,56.48
8,Kanglung,55485.1,55.49
9,Pemagatshel,54920.47,54.92
10,Lhuntse,56969.62,56.97
11,Jomotsangkha,53729.59,53.73
12,Autsho,56636.02,56.64
13,Doksum,55672.38,55.67
14,Bhangtar,54447.6,54.45
15,Rangjung,55651.68,55.65
