"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-02-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost56655.8456.662Sarpang57014.4657.013Dagapela58407.0258.414Tsirang57935.0257.945Zhemgang58641.758.646Trongsa59606.6559.617Bumthang60506.2660.518Dagana58914.0858.919Lhamoizingkha57663.9757.6610Dangdung60135.9560.1411Panbang58208.3758.2112Tingtibi57856.6857.86",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,56655.84,56.66
2,Sarpang,57014.46,57.01
3,Dagapela,58407.02,58.41
4,Tsirang,57935.02,57.94
5,Zhemgang,58641.7,58.64
6,Trongsa,59606.65,59.61
7,Bumthang,60506.26,60.51
8,Dagana,58914.08,58.91
9,Lhamoizingkha,57663.97,57.66
10,Dangdung,60135.95,60.14
11,Panbang,58208.37,58.21
12,Tingtibi,57856.68,57.86
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-02-16#StationRSP/KLRSP/L1Gelephu Forest Checkpost56655.8456.662Sarpang57014.4657.013Dagapela58407.0258.414Tsirang57935.0257.945Zhemgang58641.758.646Trongsa59606.6559.617Bumthang60506.2660.518Dagana58914.0858.919Lhamoizingkha57663.9757.6610Dangdung60135.9560.1411Panbang58208.3758.2112Tingtibi57856.6857.86",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Forest Checkpost,56655.84,56.66
2,Sarpang,57014.46,57.01
3,Dagapela,58407.02,58.41
4,Tsirang,57935.02,57.94
5,Zhemgang,58641.7,58.64
6,Trongsa,59606.65,59.61
7,Bumthang,60506.26,60.51
8,Dagana,58914.08,58.91
9,Lhamoizingkha,57663.97,57.66
10,Dangdung,60135.95,60.14
11,Panbang,58208.37,58.21
12,Tingtibi,57856.68,57.86
