"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-04-16#StationRSP/KLRSP/L1Phuentsholing42074.3542.072Rinchending42154.8142.153Pasakha42208.4542.214Chimakothi43288.7143.295Lungtenzampa43765.0943.776Paro Town43741.5943.747Haa44394.6744.398Bajo Town44115.2344.129Beychu44338.7344.3410Samtse Town42142.5142.1411Sipsoo43200.443.212Gomtu42095.9142.113Gedu42875.1542.8814Lobesa44017.3844.0215Khuruthang44097.8444.116Gasa45197.0545.2",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,42074.35,42.07
2,Rinchending,42154.81,42.15
3,Pasakha,42208.45,42.21
4,Chimakothi,43288.71,43.29
5,Lungtenzampa,43765.09,43.77
6,Paro Town,43741.59,43.74
7,Haa,44394.67,44.39
8,Bajo Town,44115.23,44.12
9,Beychu,44338.73,44.34
10,Samtse Town,42142.51,42.14
11,Sipsoo,43200.4,43.2
12,Gomtu,42095.91,42.1
13,Gedu,42875.15,42.88
14,Lobesa,44017.38,44.02
15,Khuruthang,44097.84,44.1
16,Gasa,45197.05,45.2
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-04-16#StationRSP/KLRSP/L1Phuentsholing42074.3542.072Rinchending42154.8142.153Pasakha42208.4542.214Chimakothi43288.7143.295Lungtenzampa43765.0943.776Paro Town43741.5943.747Haa44394.6744.398Bajo Town44115.2344.129Beychu44338.7344.3410Samtse Town42142.5142.1411Sipsoo43200.443.212Gomtu42095.9142.113Gedu42875.1542.8814Lobesa44017.3844.0215Khuruthang44097.8444.116Gasa45197.0545.2",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,42074.35,42.07
2,Rinchending,42154.81,42.15
3,Pasakha,42208.45,42.21
4,Chimakothi,43288.71,43.29
5,Lungtenzampa,43765.09,43.77
6,Paro Town,43741.59,43.74
7,Haa,44394.67,44.39
8,Bajo Town,44115.23,44.12
9,Beychu,44338.73,44.34
10,Samtse Town,42142.51,42.14
11,Sipsoo,43200.4,43.2
12,Gomtu,42095.91,42.1
13,Gedu,42875.15,42.88
14,Lobesa,44017.38,44.02
15,Khuruthang,44097.84,44.1
16,Gasa,45197.05,45.2
