"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-04-16#StationRSP/KLRSP/L1Ramtokto43652.9543.65",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,43652.95,43.65
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-04-16#StationRSP/KLRSP/L1Ramtokto43652.9543.65",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,43652.95,43.65
