"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-01-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate59364.0759.362Nganglam Potonala59802.6259.83Wamrong60687.1560.694Trashigang61048.1861.055Trashiyangtse61869.0861.876Mongar62064.0862.067Gyelposing62114.3762.118Kanglung61155.8261.169Pemagatshel60586.3260.5910Lhuntse62619.6262.6211Jomotsangkha59364.0759.3612Autsho62280.0562.2813Doksum61318.561.3214Bhangtar60093.7260.0915Rangjung61303.1661.3",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,59364.07,59.36
2,Nganglam Potonala,59802.62,59.8
3,Wamrong,60687.15,60.69
4,Trashigang,61048.18,61.05
5,Trashiyangtse,61869.08,61.87
6,Mongar,62064.08,62.06
7,Gyelposing,62114.37,62.11
8,Kanglung,61155.82,61.16
9,Pemagatshel,60586.32,60.59
10,Lhuntse,62619.62,62.62
11,Jomotsangkha,59364.07,59.36
12,Autsho,62280.05,62.28
13,Doksum,61318.5,61.32
14,Bhangtar,60093.72,60.09
15,Rangjung,61303.16,61.3
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-01-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate59364.0759.362Nganglam Potonala59802.6259.83Wamrong60687.1560.694Trashigang61048.1861.055Trashiyangtse61869.0861.876Mongar62064.0862.067Gyelposing62114.3762.118Kanglung61155.8261.169Pemagatshel60586.3260.5910Lhuntse62619.6262.6211Jomotsangkha59364.0759.3612Autsho62280.0562.2813Doksum61318.561.3214Bhangtar60093.7260.0915Rangjung61303.1661.3",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,59364.07,59.36
2,Nganglam Potonala,59802.62,59.8
3,Wamrong,60687.15,60.69
4,Trashigang,61048.18,61.05
5,Trashiyangtse,61869.08,61.87
6,Mongar,62064.08,62.06
7,Gyelposing,62114.37,62.11
8,Kanglung,61155.82,61.16
9,Pemagatshel,60586.32,60.59
10,Lhuntse,62619.62,62.62
11,Jomotsangkha,59364.07,59.36
12,Autsho,62280.05,62.28
13,Doksum,61318.5,61.32
14,Bhangtar,60093.72,60.09
15,Rangjung,61303.16,61.3
