"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-06-01#StationRSP/KLRSP/L1Gelephu Town44905.3644.912Sarpang44982.5744.983Dagapela46568.2146.574Tsirang46084.4846.085Zhemgang49191.6349.196Trongsa48177.6948.187Bumthang48586.4948.598Dagana47053.1147.059Lhamoizingkha49043.5249.0410Dangdung48334.2148.3311Panbang46457.8946.4612Tingtibi46655.8246.66",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,44905.36,44.91
2,Sarpang,44982.57,44.98
3,Dagapela,46568.21,46.57
4,Tsirang,46084.48,46.08
5,Zhemgang,49191.63,49.19
6,Trongsa,48177.69,48.18
7,Bumthang,48586.49,48.59
8,Dagana,47053.11,47.05
9,Lhamoizingkha,49043.52,49.04
10,Dangdung,48334.21,48.33
11,Panbang,46457.89,46.46
12,Tingtibi,46655.82,46.66
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-06-01#StationRSP/KLRSP/L1Gelephu Town44905.3644.912Sarpang44982.5744.983Dagapela46568.2146.574Tsirang46084.4846.085Zhemgang49191.6349.196Trongsa48177.6948.187Bumthang48586.4948.598Dagana47053.1147.059Lhamoizingkha49043.5249.0410Dangdung48334.2148.3311Panbang46457.8946.4612Tingtibi46655.8246.66",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,44905.36,44.91
2,Sarpang,44982.57,44.98
3,Dagapela,46568.21,46.57
4,Tsirang,46084.48,46.08
5,Zhemgang,49191.63,49.19
6,Trongsa,48177.69,48.18
7,Bumthang,48586.49,48.59
8,Dagana,47053.11,47.05
9,Lhamoizingkha,49043.52,49.04
10,Dangdung,48334.21,48.33
11,Panbang,46457.89,46.46
12,Tingtibi,46655.82,46.66
