"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-01-01#StationRSP/KLRSP/L1Ramtokto58390.3158.39",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,58390.31,58.39
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2021-01-01#StationRSP/KLRSP/L1Ramtokto58390.3158.39",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,58390.31,58.39
