"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-08-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate52630.3752.632Nganglam Potonala52675.4352.683Wamrong54050.254.054Trashigang54331.0354.335Trashiyangtse55226.6155.236Mongar55391.6355.397Gyelposing55381.9455.388Kanglung54505.8954.519Pemagatshel53925.1353.9310Lhuntse55921.7755.9211Jomotsangkha52630.3752.6312Autsho55568.4155.5713Doksum54611.6954.6114Bhangtar53238.2953.2415Rangjung54608.7654.61",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,52630.37,52.63
2,Nganglam Potonala,52675.43,52.68
3,Wamrong,54050.2,54.05
4,Trashigang,54331.03,54.33
5,Trashiyangtse,55226.61,55.23
6,Mongar,55391.63,55.39
7,Gyelposing,55381.94,55.38
8,Kanglung,54505.89,54.51
9,Pemagatshel,53925.13,53.93
10,Lhuntse,55921.77,55.92
11,Jomotsangkha,52630.37,52.63
12,Autsho,55568.41,55.57
13,Doksum,54611.69,54.61
14,Bhangtar,53238.29,53.24
15,Rangjung,54608.76,54.61
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-08-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate52630.3752.632Nganglam Potonala52675.4352.683Wamrong54050.254.054Trashigang54331.0354.335Trashiyangtse55226.6155.236Mongar55391.6355.397Gyelposing55381.9455.388Kanglung54505.8954.519Pemagatshel53925.1353.9310Lhuntse55921.7755.9211Jomotsangkha52630.3752.6312Autsho55568.4155.5713Doksum54611.6954.6114Bhangtar53238.2953.2415Rangjung54608.7654.61",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,52630.37,52.63
2,Nganglam Potonala,52675.43,52.68
3,Wamrong,54050.2,54.05
4,Trashigang,54331.03,54.33
5,Trashiyangtse,55226.61,55.23
6,Mongar,55391.63,55.39
7,Gyelposing,55381.94,55.38
8,Kanglung,54505.89,54.51
9,Pemagatshel,53925.13,53.93
10,Lhuntse,55921.77,55.92
11,Jomotsangkha,52630.37,52.63
12,Autsho,55568.41,55.57
13,Doksum,54611.69,54.61
14,Bhangtar,53238.29,53.24
15,Rangjung,54608.76,54.61
