"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-08-01#StationRSP/KLRSP/L1Phuentsholing55020.855.022Rinchending55091.955.093Pasakha55154.955.154Chimakothi56530.0256.535Lungtenzampa56829.7656.836Paro Town56987.6556.997Haa57749.4157.758Bajo Town57200.9557.29Beychu57424.4557.4210Samtse Town54920.7154.9211Sipsoo56179.8156.1812Gomtu54880.2254.8813Gedu56121.856.1214Lobesa57096.2657.115Khuruthang57176.7257.1816Gasa58528.3358.53",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,55020.8,55.02
2,Rinchending,55091.9,55.09
3,Pasakha,55154.9,55.15
4,Chimakothi,56530.02,56.53
5,Lungtenzampa,56829.76,56.83
6,Paro Town,56987.65,56.99
7,Haa,57749.41,57.75
8,Bajo Town,57200.95,57.2
9,Beychu,57424.45,57.42
10,Samtse Town,54920.71,54.92
11,Sipsoo,56179.81,56.18
12,Gomtu,54880.22,54.88
13,Gedu,56121.8,56.12
14,Lobesa,57096.26,57.1
15,Khuruthang,57176.72,57.18
16,Gasa,58528.33,58.53
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-08-01#StationRSP/KLRSP/L1Phuentsholing55020.855.022Rinchending55091.955.093Pasakha55154.955.154Chimakothi56530.0256.535Lungtenzampa56829.7656.836Paro Town56987.6556.997Haa57749.4157.758Bajo Town57200.9557.29Beychu57424.4557.4210Samtse Town54920.7154.9211Sipsoo56179.8156.1812Gomtu54880.2254.8813Gedu56121.856.1214Lobesa57096.2657.115Khuruthang57176.7257.1816Gasa58528.3358.53",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,55020.8,55.02
2,Rinchending,55091.9,55.09
3,Pasakha,55154.9,55.15
4,Chimakothi,56530.02,56.53
5,Lungtenzampa,56829.76,56.83
6,Paro Town,56987.65,56.99
7,Haa,57749.41,57.75
8,Bajo Town,57200.95,57.2
9,Beychu,57424.45,57.42
10,Samtse Town,54920.71,54.92
11,Sipsoo,56179.81,56.18
12,Gomtu,54880.22,54.88
13,Gedu,56121.8,56.12
14,Lobesa,57096.26,57.1
15,Khuruthang,57176.72,57.18
16,Gasa,58528.33,58.53
