"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-07-16#StationRSP/KLRSP/L1Ramtokto55852.855.85",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,55852.8,55.85
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-07-16#StationRSP/KLRSP/L1Ramtokto55852.855.85",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,55852.8,55.85
