"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-10-01#StationRSP/KLRSP/L1Gelephu Town47956.9847.962Sarpang48016.9848.023Dagapela49546.449.554Tsirang49052.9349.055Zhemgang52149.0152.156Trongsa51139.8851.147Bumthang51497.4151.58Dagana50012.8950.019Lhamoizingkha51190.6951.1910Dangdung51343.2251.3411Panbang49509.5149.5112Tingtibi49684.9449.68",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,47956.98,47.96
2,Sarpang,48016.98,48.02
3,Dagapela,49546.4,49.55
4,Tsirang,49052.93,49.05
5,Zhemgang,52149.01,52.15
6,Trongsa,51139.88,51.14
7,Bumthang,51497.41,51.5
8,Dagana,50012.89,50.01
9,Lhamoizingkha,51190.69,51.19
10,Dangdung,51343.22,51.34
11,Panbang,49509.51,49.51
12,Tingtibi,49684.94,49.68
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-10-01#StationRSP/KLRSP/L1Gelephu Town47956.9847.962Sarpang48016.9848.023Dagapela49546.449.554Tsirang49052.9349.055Zhemgang52149.0152.156Trongsa51139.8851.147Bumthang51497.4151.58Dagana50012.8950.019Lhamoizingkha51190.6951.1910Dangdung51343.2251.3411Panbang49509.5149.5112Tingtibi49684.9449.68",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,47956.98,47.96
2,Sarpang,48016.98,48.02
3,Dagapela,49546.4,49.55
4,Tsirang,49052.93,49.05
5,Zhemgang,52149.01,52.15
6,Trongsa,51139.88,51.14
7,Bumthang,51497.41,51.5
8,Dagana,50012.89,50.01
9,Lhamoizingkha,51190.69,51.19
10,Dangdung,51343.22,51.34
11,Panbang,49509.51,49.51
12,Tingtibi,49684.94,49.68
