"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-01-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate56145.0256.152Nganglam Potonala56138.5356.143Wamrong57444.1857.444Trashigang57825.0457.835Trashiyangtse58627.4758.636Mongar58829.8958.837Gyelposing58895.0158.98Kanglung57916.0657.929Pemagatshel57349.3557.3510Lhuntse59391.759.3911Jomotsangkha56145.0256.1512Autsho59055.5559.0613Doksum58092.858.0914Bhangtar56752.9456.7515Rangjung58074.458.07",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,56145.02,56.15
2,Nganglam Potonala,56138.53,56.14
3,Wamrong,57444.18,57.44
4,Trashigang,57825.04,57.83
5,Trashiyangtse,58627.47,58.63
6,Mongar,58829.89,58.83
7,Gyelposing,58895.01,58.9
8,Kanglung,57916.06,57.92
9,Pemagatshel,57349.35,57.35
10,Lhuntse,59391.7,59.39
11,Jomotsangkha,56145.02,56.15
12,Autsho,59055.55,59.06
13,Doksum,58092.8,58.09
14,Bhangtar,56752.94,56.75
15,Rangjung,58074.4,58.07
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2021-01-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate56145.0256.152Nganglam Potonala56138.5356.143Wamrong57444.1857.444Trashigang57825.0457.835Trashiyangtse58627.4758.636Mongar58829.8958.837Gyelposing58895.0158.98Kanglung57916.0657.929Pemagatshel57349.3557.3510Lhuntse59391.759.3911Jomotsangkha56145.0256.1512Autsho59055.5559.0613Doksum58092.858.0914Bhangtar56752.9456.7515Rangjung58074.458.07",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,56145.02,56.15
2,Nganglam Potonala,56138.53,56.14
3,Wamrong,57444.18,57.44
4,Trashigang,57825.04,57.83
5,Trashiyangtse,58627.47,58.63
6,Mongar,58829.89,58.83
7,Gyelposing,58895.01,58.9
8,Kanglung,57916.06,57.92
9,Pemagatshel,57349.35,57.35
10,Lhuntse,59391.7,59.39
11,Jomotsangkha,56145.02,56.15
12,Autsho,59055.55,59.06
13,Doksum,58092.8,58.09
14,Bhangtar,56752.94,56.75
15,Rangjung,58074.4,58.07
