"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-08-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate53006.8553.012Nganglam Potonala53006.8553.013Wamrong54282.6954.284Trashigang54682.8854.685Trashiyangtse55467.3155.476Mongar55676.9655.687Gyelposing55756.5455.768Kanglung54757.7154.769Pemagatshel54193.754.1910Lhuntse56244.8956.2411Jomotsangkha53006.8553.0112Autsho55912.0655.9113Doksum54948.1554.9514Bhangtar53614.7753.6115Rangjung54926.7654.93",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,53006.85,53.01
2,Nganglam Potonala,53006.85,53.01
3,Wamrong,54282.69,54.28
4,Trashigang,54682.88,54.68
5,Trashiyangtse,55467.31,55.47
6,Mongar,55676.96,55.68
7,Gyelposing,55756.54,55.76
8,Kanglung,54757.71,54.76
9,Pemagatshel,54193.7,54.19
10,Lhuntse,56244.89,56.24
11,Jomotsangkha,53006.85,53.01
12,Autsho,55912.06,55.91
13,Doksum,54948.15,54.95
14,Bhangtar,53614.77,53.61
15,Rangjung,54926.76,54.93
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-08-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate53006.8553.012Nganglam Potonala53006.8553.013Wamrong54282.6954.284Trashigang54682.8854.685Trashiyangtse55467.3155.476Mongar55676.9655.687Gyelposing55756.5455.768Kanglung54757.7154.769Pemagatshel54193.754.1910Lhuntse56244.8956.2411Jomotsangkha53006.8553.0112Autsho55912.0655.9113Doksum54948.1554.9514Bhangtar53614.7753.6115Rangjung54926.7654.93",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,53006.85,53.01
2,Nganglam Potonala,53006.85,53.01
3,Wamrong,54282.69,54.28
4,Trashigang,54682.88,54.68
5,Trashiyangtse,55467.31,55.47
6,Mongar,55676.96,55.68
7,Gyelposing,55756.54,55.76
8,Kanglung,54757.71,54.76
9,Pemagatshel,54193.7,54.19
10,Lhuntse,56244.89,56.24
11,Jomotsangkha,53006.85,53.01
12,Autsho,55912.06,55.91
13,Doksum,54948.15,54.95
14,Bhangtar,53614.77,53.61
15,Rangjung,54926.76,54.93
