"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-09-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate52635.6952.642Nganglam Potonala52680.7352.683Wamrong54055.5754.064Trashigang54336.3654.345Trashiyangtse55231.9855.236Mongar55396.9855.47Gyelposing55387.2655.398Kanglung54511.2654.519Pemagatshel53930.4953.9310Lhuntse55927.1155.9311Jomotsangkha52635.6952.6412Autsho55573.7455.5713Doksum54617.0254.6214Bhangtar53243.6153.2415Rangjung54614.154.61",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,52635.69,52.64
2,Nganglam Potonala,52680.73,52.68
3,Wamrong,54055.57,54.06
4,Trashigang,54336.36,54.34
5,Trashiyangtse,55231.98,55.23
6,Mongar,55396.98,55.4
7,Gyelposing,55387.26,55.39
8,Kanglung,54511.26,54.51
9,Pemagatshel,53930.49,53.93
10,Lhuntse,55927.11,55.93
11,Jomotsangkha,52635.69,52.64
12,Autsho,55573.74,55.57
13,Doksum,54617.02,54.62
14,Bhangtar,53243.61,53.24
15,Rangjung,54614.1,54.61
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-09-16#StationRSP/KLRSP/L1Samdrup Jongkhar Gate52635.6952.642Nganglam Potonala52680.7352.683Wamrong54055.5754.064Trashigang54336.3654.345Trashiyangtse55231.9855.236Mongar55396.9855.47Gyelposing55387.2655.398Kanglung54511.2654.519Pemagatshel53930.4953.9310Lhuntse55927.1155.9311Jomotsangkha52635.6952.6412Autsho55573.7455.5713Doksum54617.0254.6214Bhangtar53243.6153.2415Rangjung54614.154.61",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,52635.69,52.64
2,Nganglam Potonala,52680.73,52.68
3,Wamrong,54055.57,54.06
4,Trashigang,54336.36,54.34
5,Trashiyangtse,55231.98,55.23
6,Mongar,55396.98,55.4
7,Gyelposing,55387.26,55.39
8,Kanglung,54511.26,54.51
9,Pemagatshel,53930.49,53.93
10,Lhuntse,55927.11,55.93
11,Jomotsangkha,52635.69,52.64
12,Autsho,55573.74,55.57
13,Doksum,54617.02,54.62
14,Bhangtar,53243.61,53.24
15,Rangjung,54614.1,54.61
