"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-08-05#StationRSP/KLRSP/L1Samdrup Jongkhar Gate52324.6752.322Nganglam Potonala52369.7152.373Wamrong53741.3253.744Trashigang54024.7854.025Trashiyangtse54917.9254.926Mongar55083.9255.087Gyelposing55076.1955.088Kanglung54197.4454.29Pemagatshel53617.0553.6210Lhuntse55614.8955.6111Jomotsangkha52324.6752.3212Autsho55261.9955.2613Doksum54305.1154.3114Bhangtar52932.5952.9315Rangjung54301.7754.3",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,52324.67,52.32
2,Nganglam Potonala,52369.71,52.37
3,Wamrong,53741.32,53.74
4,Trashigang,54024.78,54.02
5,Trashiyangtse,54917.92,54.92
6,Mongar,55083.92,55.08
7,Gyelposing,55076.19,55.08
8,Kanglung,54197.44,54.2
9,Pemagatshel,53617.05,53.62
10,Lhuntse,55614.89,55.61
11,Jomotsangkha,52324.67,52.32
12,Autsho,55261.99,55.26
13,Doksum,54305.11,54.31
14,Bhangtar,52932.59,52.93
15,Rangjung,54301.77,54.3
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-08-05#StationRSP/KLRSP/L1Samdrup Jongkhar Gate52324.6752.322Nganglam Potonala52369.7152.373Wamrong53741.3253.744Trashigang54024.7854.025Trashiyangtse54917.9254.926Mongar55083.9255.087Gyelposing55076.1955.088Kanglung54197.4454.29Pemagatshel53617.0553.6210Lhuntse55614.8955.6111Jomotsangkha52324.6752.3212Autsho55261.9955.2613Doksum54305.1154.3114Bhangtar52932.5952.9315Rangjung54301.7754.3",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,52324.67,52.32
2,Nganglam Potonala,52369.71,52.37
3,Wamrong,53741.32,53.74
4,Trashigang,54024.78,54.02
5,Trashiyangtse,54917.92,54.92
6,Mongar,55083.92,55.08
7,Gyelposing,55076.19,55.08
8,Kanglung,54197.44,54.2
9,Pemagatshel,53617.05,53.62
10,Lhuntse,55614.89,55.61
11,Jomotsangkha,52324.67,52.32
12,Autsho,55261.99,55.26
13,Doksum,54305.11,54.31
14,Bhangtar,52932.59,52.93
15,Rangjung,54301.77,54.3
