"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-04-01#StationRSP/KLRSP/L1Samdrup Jongkhar43478.3543.482Nganglam43478.3543.483Wamrong44803.2144.84Trashigang45162.7645.165Trashiyangtse45985.0345.996Mongar46179.4946.187Gyelposing46228.6846.238Kanglung45271.6445.279Pemagatshel44701.9444.710Lhuntse46734.5546.7311Jomotsangkha44421.2844.4212Autsho46394.7446.3913Doksum45433.2745.4314Bhangtar44208.4944.2115Rangjung45418.1645.42",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,43478.35,43.48
2,Nganglam,43478.35,43.48
3,Wamrong,44803.21,44.8
4,Trashigang,45162.76,45.16
5,Trashiyangtse,45985.03,45.99
6,Mongar,46179.49,46.18
7,Gyelposing,46228.68,46.23
8,Kanglung,45271.64,45.27
9,Pemagatshel,44701.94,44.7
10,Lhuntse,46734.55,46.73
11,Jomotsangkha,44421.28,44.42
12,Autsho,46394.74,46.39
13,Doksum,45433.27,45.43
14,Bhangtar,44208.49,44.21
15,Rangjung,45418.16,45.42
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-04-01#StationRSP/KLRSP/L1Samdrup Jongkhar43478.3543.482Nganglam43478.3543.483Wamrong44803.2144.84Trashigang45162.7645.165Trashiyangtse45985.0345.996Mongar46179.4946.187Gyelposing46228.6846.238Kanglung45271.6445.279Pemagatshel44701.9444.710Lhuntse46734.5546.7311Jomotsangkha44421.2844.4212Autsho46394.7446.3913Doksum45433.2745.4314Bhangtar44208.4944.2115Rangjung45418.1645.42",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,43478.35,43.48
2,Nganglam,43478.35,43.48
3,Wamrong,44803.21,44.8
4,Trashigang,45162.76,45.16
5,Trashiyangtse,45985.03,45.99
6,Mongar,46179.49,46.18
7,Gyelposing,46228.68,46.23
8,Kanglung,45271.64,45.27
9,Pemagatshel,44701.94,44.7
10,Lhuntse,46734.55,46.73
11,Jomotsangkha,44421.28,44.42
12,Autsho,46394.74,46.39
13,Doksum,45433.27,45.43
14,Bhangtar,44208.49,44.21
15,Rangjung,45418.16,45.42
