"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-06-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate45362.7845.362Nganglam Potonala45407.8145.413Wamrong46707.1946.714Trashigang47050.5447.055Trashiyangtse47887.947.896Mongar48076.348.087Gyelposing48113.3648.118Kanglung4717347.179Pemagatshel46601.0246.610Lhuntse48626.2348.6311Jomotsangkha45362.7845.3612Autsho48283.6348.2813Doksum47323.1447.3214Bhangtar45925.4245.9315Rangjung47310.5447.31",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,45362.78,45.36
2,Nganglam Potonala,45407.81,45.41
3,Wamrong,46707.19,46.71
4,Trashigang,47050.54,47.05
5,Trashiyangtse,47887.9,47.89
6,Mongar,48076.3,48.08
7,Gyelposing,48113.36,48.11
8,Kanglung,47173,47.17
9,Pemagatshel,46601.02,46.6
10,Lhuntse,48626.23,48.63
11,Jomotsangkha,45362.78,45.36
12,Autsho,48283.63,48.28
13,Doksum,47323.14,47.32
14,Bhangtar,45925.42,45.93
15,Rangjung,47310.54,47.31
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-06-01#StationRSP/KLRSP/L1Samdrup Jongkhar Gate45362.7845.362Nganglam Potonala45407.8145.413Wamrong46707.1946.714Trashigang47050.5447.055Trashiyangtse47887.947.896Mongar48076.348.087Gyelposing48113.3648.118Kanglung4717347.179Pemagatshel46601.0246.610Lhuntse48626.2348.6311Jomotsangkha45362.7845.3612Autsho48283.6348.2813Doksum47323.1447.3214Bhangtar45925.4245.9315Rangjung47310.5447.31",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,45362.78,45.36
2,Nganglam Potonala,45407.81,45.41
3,Wamrong,46707.19,46.71
4,Trashigang,47050.54,47.05
5,Trashiyangtse,47887.9,47.89
6,Mongar,48076.3,48.08
7,Gyelposing,48113.36,48.11
8,Kanglung,47173,47.17
9,Pemagatshel,46601.02,46.6
10,Lhuntse,48626.23,48.63
11,Jomotsangkha,45362.78,45.36
12,Autsho,48283.63,48.28
13,Doksum,47323.14,47.32
14,Bhangtar,45925.42,45.93
15,Rangjung,47310.54,47.31
