"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-03-01#StationRSP/KLRSP/L1Gelephu Town62040.0762.042Sarpang62147.4762.153Dagapela63831.7363.834Tsirang63365.1163.375Zhemgang66491.6966.496Trongsa65469.365.477Bumthang65968.0665.978Dagana64348.9464.359Lhamoizingkha66196.6666.210Dangdung65543.6765.5411Panbang63592.663.5912Tingtibi63830.0263.83",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,62040.07,62.04
2,Sarpang,62147.47,62.15
3,Dagapela,63831.73,63.83
4,Tsirang,63365.11,63.37
5,Zhemgang,66491.69,66.49
6,Trongsa,65469.3,65.47
7,Bumthang,65968.06,65.97
8,Dagana,64348.94,64.35
9,Lhamoizingkha,66196.66,66.2
10,Dangdung,65543.67,65.54
11,Panbang,63592.6,63.59
12,Tingtibi,63830.02,63.83
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2021-03-01#StationRSP/KLRSP/L1Gelephu Town62040.0762.042Sarpang62147.4762.153Dagapela63831.7363.834Tsirang63365.1163.375Zhemgang66491.6966.496Trongsa65469.365.477Bumthang65968.0665.978Dagana64348.9464.359Lhamoizingkha66196.6666.210Dangdung65543.6765.5411Panbang63592.663.5912Tingtibi63830.0263.83",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,62040.07,62.04
2,Sarpang,62147.47,62.15
3,Dagapela,63831.73,63.83
4,Tsirang,63365.11,63.37
5,Zhemgang,66491.69,66.49
6,Trongsa,65469.3,65.47
7,Bumthang,65968.06,65.97
8,Dagana,64348.94,64.35
9,Lhamoizingkha,66196.66,66.2
10,Dangdung,65543.67,65.54
11,Panbang,63592.6,63.59
12,Tingtibi,63830.02,63.83
