"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-08-16#StationRSP/KLRSP/L1Samdrup Jongkhar52379.5252.382Nganglam52379.5252.383Wamrong53650.753.654Trashigang54054.7554.055Trashiyangtse54835.5954.846Mongar55046.6855.057Gyelposing55129.1455.138Kanglung54126.3454.139Pemagatshel53562.8853.5610Lhuntse55615.8455.6211Jomotsangkha51040.0151.0412Autsho55283.6755.2813Doksum54319.5354.3214Bhangtar52987.4452.9915Rangjung54297.5354.3",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,52379.52,52.38
2,Nganglam,52379.52,52.38
3,Wamrong,53650.7,53.65
4,Trashigang,54054.75,54.05
5,Trashiyangtse,54835.59,54.84
6,Mongar,55046.68,55.05
7,Gyelposing,55129.14,55.13
8,Kanglung,54126.34,54.13
9,Pemagatshel,53562.88,53.56
10,Lhuntse,55615.84,55.62
11,Jomotsangkha,51040.01,51.04
12,Autsho,55283.67,55.28
13,Doksum,54319.53,54.32
14,Bhangtar,52987.44,52.99
15,Rangjung,54297.53,54.3
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:HSD (in KL)Approved Date:2020-08-16#StationRSP/KLRSP/L1Samdrup Jongkhar52379.5252.382Nganglam52379.5252.383Wamrong53650.753.654Trashigang54054.7554.055Trashiyangtse54835.5954.846Mongar55046.6855.057Gyelposing55129.1455.138Kanglung54126.3454.139Pemagatshel53562.8853.5610Lhuntse55615.8455.6211Jomotsangkha51040.0151.0412Autsho55283.6755.2813Doksum54319.5354.3214Bhangtar52987.4452.9915Rangjung54297.5354.3",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,52379.52,52.38
2,Nganglam,52379.52,52.38
3,Wamrong,53650.7,53.65
4,Trashigang,54054.75,54.05
5,Trashiyangtse,54835.59,54.84
6,Mongar,55046.68,55.05
7,Gyelposing,55129.14,55.13
8,Kanglung,54126.34,54.13
9,Pemagatshel,53562.88,53.56
10,Lhuntse,55615.84,55.62
11,Jomotsangkha,51040.01,51.04
12,Autsho,55283.67,55.28
13,Doksum,54319.53,54.32
14,Bhangtar,52987.44,52.99
15,Rangjung,54297.53,54.3
