"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-02-01#StationRSP/KLRSP/L1Phuentsholing60876.2360.882Rinchending60947.3360.953Pasakha61010.3361.014Chimakothi62457.1162.465Lungtenzampa62752.0862.756Paro Town62915.962.927Haa63704.0663.78Bajo Town63090.2263.099Beychu63313.7263.3110Samtse Town60436.560.4411Sipsoo62043.2562.0412Gomtu60493.8560.4913Gedu62050.1962.0514Lobesa62983.8762.9815Khuruthang63064.3363.0616Gasa64477.2864.48",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,60876.23,60.88
2,Rinchending,60947.33,60.95
3,Pasakha,61010.33,61.01
4,Chimakothi,62457.11,62.46
5,Lungtenzampa,62752.08,62.75
6,Paro Town,62915.9,62.92
7,Haa,63704.06,63.7
8,Bajo Town,63090.22,63.09
9,Beychu,63313.72,63.31
10,Samtse Town,60436.5,60.44
11,Sipsoo,62043.25,62.04
12,Gomtu,60493.85,60.49
13,Gedu,62050.19,62.05
14,Lobesa,62983.87,62.98
15,Khuruthang,63064.33,63.06
16,Gasa,64477.28,64.48
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2021-02-01#StationRSP/KLRSP/L1Phuentsholing60876.2360.882Rinchending60947.3360.953Pasakha61010.3361.014Chimakothi62457.1162.465Lungtenzampa62752.0862.756Paro Town62915.962.927Haa63704.0663.78Bajo Town63090.2263.099Beychu63313.7263.3110Samtse Town60436.560.4411Sipsoo62043.2562.0412Gomtu60493.8560.4913Gedu62050.1962.0514Lobesa62983.8762.9815Khuruthang63064.3363.0616Gasa64477.2864.48",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,60876.23,60.88
2,Rinchending,60947.33,60.95
3,Pasakha,61010.33,61.01
4,Chimakothi,62457.11,62.46
5,Lungtenzampa,62752.08,62.75
6,Paro Town,62915.9,62.92
7,Haa,63704.06,63.7
8,Bajo Town,63090.22,63.09
9,Beychu,63313.72,63.31
10,Samtse Town,60436.5,60.44
11,Sipsoo,62043.25,62.04
12,Gomtu,60493.85,60.49
13,Gedu,62050.19,62.05
14,Lobesa,62983.87,62.98
15,Khuruthang,63064.33,63.06
16,Gasa,64477.28,64.48
