"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-08-05#StationRSP/KLRSP/L1Samdrup Jongkhar Gate1709.541.712Nganglam Potonala52369.7152.373Wamrong2600.972.64Trashigang3319.833.325Trashiyangtse3807.53.816Mongar4136.314.147Gyelposing4454.24.458Kanglung3127.573.139Pemagatshel2608.312.6110Lhuntse4805.144.8111Jomotsangkha1709.541.7112Autsho4527.094.5313Doksum3544.013.5414Bhangtar2317.462.3215Rangjung3473.313.47",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,1709.54,1.71
2,Nganglam Potonala,52369.71,52.37
3,Wamrong,2600.97,2.6
4,Trashigang,3319.83,3.32
5,Trashiyangtse,3807.5,3.81
6,Mongar,4136.31,4.14
7,Gyelposing,4454.2,4.45
8,Kanglung,3127.57,3.13
9,Pemagatshel,2608.31,2.61
10,Lhuntse,4805.14,4.81
11,Jomotsangkha,1709.54,1.71
12,Autsho,4527.09,4.53
13,Doksum,3544.01,3.54
14,Bhangtar,2317.46,2.32
15,Rangjung,3473.31,3.47
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-08-05#StationRSP/KLRSP/L1Samdrup Jongkhar Gate1709.541.712Nganglam Potonala52369.7152.373Wamrong2600.972.64Trashigang3319.833.325Trashiyangtse3807.53.816Mongar4136.314.147Gyelposing4454.24.458Kanglung3127.573.139Pemagatshel2608.312.6110Lhuntse4805.144.8111Jomotsangkha1709.541.7112Autsho4527.094.5313Doksum3544.013.5414Bhangtar2317.462.3215Rangjung3473.313.47",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar Gate,1709.54,1.71
2,Nganglam Potonala,52369.71,52.37
3,Wamrong,2600.97,2.6
4,Trashigang,3319.83,3.32
5,Trashiyangtse,3807.5,3.81
6,Mongar,4136.31,4.14
7,Gyelposing,4454.2,4.45
8,Kanglung,3127.57,3.13
9,Pemagatshel,2608.31,2.61
10,Lhuntse,4805.14,4.81
11,Jomotsangkha,1709.54,1.71
12,Autsho,4527.09,4.53
13,Doksum,3544.01,3.54
14,Bhangtar,2317.46,2.32
15,Rangjung,3473.31,3.47
