"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-12-01#StationRSP/KLRSP/L1Gelephu Town53522.8753.522Sarpang53615.2653.623Dagapela55250.555.254Tsirang54775.3754.785Zhemgang57892.357.896Trongsa56874.1156.877Bumthang57328.1657.338Dagana55751.6555.759Lhamoizingkha57678.4557.6810Dangdung56989.3156.9911Panbang55075.455.0812Tingtibi55293.1955.29",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,53522.87,53.52
2,Sarpang,53615.26,53.62
3,Dagapela,55250.5,55.25
4,Tsirang,54775.37,54.78
5,Zhemgang,57892.3,57.89
6,Trongsa,56874.11,56.87
7,Bumthang,57328.16,57.33
8,Dagana,55751.65,55.75
9,Lhamoizingkha,57678.45,57.68
10,Dangdung,56989.31,56.99
11,Panbang,55075.4,55.08
12,Tingtibi,55293.19,55.29
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:MS (in KL)Approved Date:2020-12-01#StationRSP/KLRSP/L1Gelephu Town53522.8753.522Sarpang53615.2653.623Dagapela55250.555.254Tsirang54775.3754.785Zhemgang57892.357.896Trongsa56874.1156.877Bumthang57328.1657.338Dagana55751.6555.759Lhamoizingkha57678.4557.6810Dangdung56989.3156.9911Panbang55075.455.0812Tingtibi55293.1955.29",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,53522.87,53.52
2,Sarpang,53615.26,53.62
3,Dagapela,55250.5,55.25
4,Tsirang,54775.37,54.78
5,Zhemgang,57892.3,57.89
6,Trongsa,56874.11,56.87
7,Bumthang,57328.16,57.33
8,Dagana,55751.65,55.75
9,Lhamoizingkha,57678.45,57.68
10,Dangdung,56989.31,56.99
11,Panbang,55075.4,55.08
12,Tingtibi,55293.19,55.29
