"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-03-01#StationRSP/KLRSP/L1Ramtokto58496.9858.5",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,58496.98,58.5
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-03-01#StationRSP/KLRSP/L1Ramtokto58496.9858.5",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,58496.98,58.5
