"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-02-16#StationRSP/KLRSP/L1Phuentsholing57251.4257.252Rinchending57331.8857.333Pasakha57385.5257.394Chimakothi58598.7758.65Lungtenzampa59066.3159.076Paro Town59053.859.057Haa59755.8959.768Bajo Town59355.1159.369Beychu59578.6159.5810Samtse Town57675.9357.6811Sipsoo58392.3358.3912Gomtu57508.2457.5113Gedu58187.6258.1914Lobesa59254.1859.2515Khuruthang59334.6459.3316Gasa60547.6960.55",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,57251.42,57.25
2,Rinchending,57331.88,57.33
3,Pasakha,57385.52,57.39
4,Chimakothi,58598.77,58.6
5,Lungtenzampa,59066.31,59.07
6,Paro Town,59053.8,59.05
7,Haa,59755.89,59.76
8,Bajo Town,59355.11,59.36
9,Beychu,59578.61,59.58
10,Samtse Town,57675.93,57.68
11,Sipsoo,58392.33,58.39
12,Gomtu,57508.24,57.51
13,Gedu,58187.62,58.19
14,Lobesa,59254.18,59.25
15,Khuruthang,59334.64,59.33
16,Gasa,60547.69,60.55
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2020-02-16#StationRSP/KLRSP/L1Phuentsholing57251.4257.252Rinchending57331.8857.333Pasakha57385.5257.394Chimakothi58598.7758.65Lungtenzampa59066.3159.076Paro Town59053.859.057Haa59755.8959.768Bajo Town59355.1159.369Beychu59578.6159.5810Samtse Town57675.9357.6811Sipsoo58392.3358.3912Gomtu57508.2457.5113Gedu58187.6258.1914Lobesa59254.1859.2515Khuruthang59334.6459.3316Gasa60547.6960.55",,,
"#",Station,RSP/KL,RSP/L
1,Phuentsholing,57251.42,57.25
2,Rinchending,57331.88,57.33
3,Pasakha,57385.52,57.39
4,Chimakothi,58598.77,58.6
5,Lungtenzampa,59066.31,59.07
6,Paro Town,59053.8,59.05
7,Haa,59755.89,59.76
8,Bajo Town,59355.11,59.36
9,Beychu,59578.61,59.58
10,Samtse Town,57675.93,57.68
11,Sipsoo,58392.33,58.39
12,Gomtu,57508.24,57.51
13,Gedu,58187.62,58.19
14,Lobesa,59254.18,59.25
15,Khuruthang,59334.64,59.33
16,Gasa,60547.69,60.55
