"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-08-01#StationRSP/KLRSP/L1Gelephu Town52526.8552.532Sarpang52592.6152.593Dagapela54140.8754.144Tsirang53650.6653.655Zhemgang56750.4556.756Trongsa55739.7255.747Bumthang56114.4256.118Dagana54613.5354.619Lhamoizingkha55760.9855.7610Dangdung55927.3755.9311Panbang54079.3854.0812Tingtibi54262.3554.26",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,52526.85,52.53
2,Sarpang,52592.61,52.59
3,Dagapela,54140.87,54.14
4,Tsirang,53650.66,53.65
5,Zhemgang,56750.45,56.75
6,Trongsa,55739.72,55.74
7,Bumthang,56114.42,56.11
8,Dagana,54613.53,54.61
9,Lhamoizingkha,55760.98,55.76
10,Dangdung,55927.37,55.93
11,Panbang,54079.38,54.08
12,Tingtibi,54262.35,54.26
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-08-01#StationRSP/KLRSP/L1Gelephu Town52526.8552.532Sarpang52592.6152.593Dagapela54140.8754.144Tsirang53650.6653.655Zhemgang56750.4556.756Trongsa55739.7255.747Bumthang56114.4256.118Dagana54613.5354.619Lhamoizingkha55760.9855.7610Dangdung55927.3755.9311Panbang54079.3854.0812Tingtibi54262.3554.26",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,52526.85,52.53
2,Sarpang,52592.61,52.59
3,Dagapela,54140.87,54.14
4,Tsirang,53650.66,53.65
5,Zhemgang,56750.45,56.75
6,Trongsa,55739.72,55.74
7,Bumthang,56114.42,56.11
8,Dagana,54613.53,54.61
9,Lhamoizingkha,55760.98,55.76
10,Dangdung,55927.37,55.93
11,Panbang,54079.38,54.08
12,Tingtibi,54262.35,54.26
