"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-07-16#StationRSP/KLRSP/L1Samdrup Jongkhar52256.2752.262Nganglam52256.2752.263Wamrong53672.2153.674Trashigang53956.2653.965Trashiyangtse54848.8554.856Mongar55015.0755.027Gyelposing55007.7955.018Kanglung54128.4354.139Pemagatshel53548.1253.5510Lhuntse55546.2355.5511Jomotsangkha50913.4650.9112Autsho55193.4355.1913Doksum54236.5154.2414Bhangtar52864.1952.8615Rangjung54233.0854.23",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,52256.27,52.26
2,Nganglam,52256.27,52.26
3,Wamrong,53672.21,53.67
4,Trashigang,53956.26,53.96
5,Trashiyangtse,54848.85,54.85
6,Mongar,55015.07,55.02
7,Gyelposing,55007.79,55.01
8,Kanglung,54128.43,54.13
9,Pemagatshel,53548.12,53.55
10,Lhuntse,55546.23,55.55
11,Jomotsangkha,50913.46,50.91
12,Autsho,55193.43,55.19
13,Doksum,54236.51,54.24
14,Bhangtar,52864.19,52.86
15,Rangjung,54233.08,54.23
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-07-16#StationRSP/KLRSP/L1Samdrup Jongkhar52256.2752.262Nganglam52256.2752.263Wamrong53672.2153.674Trashigang53956.2653.965Trashiyangtse54848.8554.856Mongar55015.0755.027Gyelposing55007.7955.018Kanglung54128.4354.139Pemagatshel53548.1253.5510Lhuntse55546.2355.5511Jomotsangkha50913.4650.9112Autsho55193.4355.1913Doksum54236.5154.2414Bhangtar52864.1952.8615Rangjung54233.0854.23",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,52256.27,52.26
2,Nganglam,52256.27,52.26
3,Wamrong,53672.21,53.67
4,Trashigang,53956.26,53.96
5,Trashiyangtse,54848.85,54.85
6,Mongar,55015.07,55.02
7,Gyelposing,55007.79,55.01
8,Kanglung,54128.43,54.13
9,Pemagatshel,53548.12,53.55
10,Lhuntse,55546.23,55.55
11,Jomotsangkha,50913.46,50.91
12,Autsho,55193.43,55.19
13,Doksum,54236.51,54.24
14,Bhangtar,52864.19,52.86
15,Rangjung,54233.08,54.23
