"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-02-16#StationRSP/KLRSP/L1Samdrup Jongkhar55656.6555.662Nganglam55656.6555.663Wamrong57107.8857.114Trashigang57362.6857.365Trashiyangtse58282.558.286Mongar58437.7858.447Gyelposing58408.6358.418Kanglung57559.3657.569Pemagatshel56974.9456.9710Lhuntse58959.6858.9611Jomotsangkha56599.5856.612Autsho58601.8558.613Doksum57646.6957.6514Bhangtar56421.9156.4215Rangjung57647.7957.65",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,55656.65,55.66
2,Nganglam,55656.65,55.66
3,Wamrong,57107.88,57.11
4,Trashigang,57362.68,57.36
5,Trashiyangtse,58282.5,58.28
6,Mongar,58437.78,58.44
7,Gyelposing,58408.63,58.41
8,Kanglung,57559.36,57.56
9,Pemagatshel,56974.94,56.97
10,Lhuntse,58959.68,58.96
11,Jomotsangkha,56599.58,56.6
12,Autsho,58601.85,58.6
13,Doksum,57646.69,57.65
14,Bhangtar,56421.91,56.42
15,Rangjung,57647.79,57.65
"NEW PRICI NG DETA ILSRegion:Eastern RegionProduct:MS (in KL)Approved Date:2020-02-16#StationRSP/KLRSP/L1Samdrup Jongkhar55656.6555.662Nganglam55656.6555.663Wamrong57107.8857.114Trashigang57362.6857.365Trashiyangtse58282.558.286Mongar58437.7858.447Gyelposing58408.6358.418Kanglung57559.3657.569Pemagatshel56974.9456.9710Lhuntse58959.6858.9611Jomotsangkha56599.5856.612Autsho58601.8558.613Doksum57646.6957.6514Bhangtar56421.9156.4215Rangjung57647.7957.65",,,
"#",Station,RSP/KL,RSP/L
1,Samdrup Jongkhar,55656.65,55.66
2,Nganglam,55656.65,55.66
3,Wamrong,57107.88,57.11
4,Trashigang,57362.68,57.36
5,Trashiyangtse,58282.5,58.28
6,Mongar,58437.78,58.44
7,Gyelposing,58408.63,58.41
8,Kanglung,57559.36,57.56
9,Pemagatshel,56974.94,56.97
10,Lhuntse,58959.68,58.96
11,Jomotsangkha,56599.58,56.6
12,Autsho,58601.85,58.6
13,Doksum,57646.69,57.65
14,Bhangtar,56421.91,56.42
15,Rangjung,57647.79,57.65
