"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-10-16#StationRSP/KLRSP/L1Ramtokto57528.3757.53",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,57528.37,57.53
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:MS (in KL)Approved Date:2020-10-16#StationRSP/KLRSP/L1Ramtokto57528.3757.53",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,57528.37,57.53
