"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-02-01#StationRSP/KLRSP/L1Gelephu Town56204.8656.22Sarpang56275.2656.283Dagapela57838.6857.844Tsirang57351.157.355Zhemgang60453.8760.456Trongsa59441.8459.447Bumthang59830.3759.838Dagana58316.3158.329Lhamoizingkha60646.7360.6510Dangdung59616.8659.6211Panbang57757.3957.7612Tingtibi57946.4357.95",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,56204.86,56.2
2,Sarpang,56275.26,56.28
3,Dagapela,57838.68,57.84
4,Tsirang,57351.1,57.35
5,Zhemgang,60453.87,60.45
6,Trongsa,59441.84,59.44
7,Bumthang,59830.37,59.83
8,Dagana,58316.31,58.32
9,Lhamoizingkha,60646.73,60.65
10,Dangdung,59616.86,59.62
11,Panbang,57757.39,57.76
12,Tingtibi,57946.43,57.95
"NEW PRICI NG DETA ILSRegion:Central RegionProduct:HSD (in KL)Approved Date:2020-02-01#StationRSP/KLRSP/L1Gelephu Town56204.8656.22Sarpang56275.2656.283Dagapela57838.6857.844Tsirang57351.157.355Zhemgang60453.8760.456Trongsa59441.8459.447Bumthang59830.3759.838Dagana58316.3158.329Lhamoizingkha60646.7360.6510Dangdung59616.8659.6211Panbang57757.3957.7612Tingtibi57946.4357.95",,,
"#",Station,RSP/KL,RSP/L
1,Gelephu Town,56204.86,56.2
2,Sarpang,56275.26,56.28
3,Dagapela,57838.68,57.84
4,Tsirang,57351.1,57.35
5,Zhemgang,60453.87,60.45
6,Trongsa,59441.84,59.44
7,Bumthang,59830.37,59.83
8,Dagana,58316.31,58.32
9,Lhamoizingkha,60646.73,60.65
10,Dangdung,59616.86,59.62
11,Panbang,57757.39,57.76
12,Tingtibi,57946.43,57.95
