"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2022-01-01#StationRSP/KLRSP/L1Lobesa69329.4169.332Phuentsholing67273.6467.273Rinchending67354.167.354Pasakha67407.7467.415Chimakothi68708.8268.716Chubachu69170.5269.177Paro Shaba69165.2669.178Haa69899.7269.99Wangdue Zero Point69418.8169.4210Beychu69642.3169.6411Samtse Checkpost66769.9266.7712Sipsoo68424.3768.4213Pagli66829.3766.8314Gedu68299.2668.315Mitsina69329.4169.3316Khuruthang69396.369.417Gasa70684.5370.6818Dorokha68090.2968.0919Langdru (Khasadrapchu)69018.5469.0220Chanzamtok69170.5269.1721Gomtu Phuentshopelri66829.3766.8322Motithang69170.5269.1723Lungtenzampa69170.5269.1724Olakha69170.5269.1725Samtse Town66769.9266.7726Langlitsawa69642.3169.6427Gomtu66829.3766.8328Phuentsholing Truck Parking67273.6467.2729Phuentsholing Dungkhag Office67273.6467.2730Phuentsholing Near MDP67273.6467.27",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,69329.41,69.33
2,Phuentsholing,67273.64,67.27
3,Rinchending,67354.1,67.35
4,Pasakha,67407.74,67.41
5,Chimakothi,68708.82,68.71
6,Chubachu,69170.52,69.17
7,Paro Shaba,69165.26,69.17
8,Haa,69899.72,69.9
9,Wangdue Zero Point,69418.81,69.42
10,Beychu,69642.31,69.64
11,Samtse Checkpost,66769.92,66.77
12,Sipsoo,68424.37,68.42
13,Pagli,66829.37,66.83
14,Gedu,68299.26,68.3
15,Mitsina,69329.41,69.33
16,Khuruthang,69396.3,69.4
17,Gasa,70684.53,70.68
18,Dorokha,68090.29,68.09
19,Langdru (Khasadrapchu),69018.54,69.02
20,Chanzamtok,69170.52,69.17
21,Gomtu Phuentshopelri,66829.37,66.83
22,Motithang,69170.52,69.17
23,Lungtenzampa,69170.52,69.17
24,Olakha,69170.52,69.17
25,Samtse Town,66769.92,66.77
26,Langlitsawa,69642.31,69.64
27,Gomtu,66829.37,66.83
28,Phuentsholing Truck Parking,67273.64,67.27
29,Phuentsholing Dungkhag Office,67273.64,67.27
30,Phuentsholing Near MDP,67273.64,67.27
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2022-01-01#StationRSP/KLRSP/L1Lobesa69329.4169.332Phuentsholing67273.6467.273Rinchending67354.167.354Pasakha67407.7467.415Chimakothi68708.8268.716Chubachu69170.5269.177Paro Shaba69165.2669.178Haa69899.7269.99Wangdue Zero Point69418.8169.4210Beychu69642.3169.6411Samtse Checkpost66769.9266.7712Sipsoo68424.3768.4213Pagli66829.3766.8314Gedu68299.2668.315Mitsina69329.4169.3316Khuruthang69396.369.417Gasa70684.5370.6818Dorokha68090.2968.0919Langdru (Khasadrapchu)69018.5469.0220Chanzamtok69170.5269.1721Gomtu Phuentshopelri66829.3766.8322Motithang69170.5269.1723Lungtenzampa69170.5269.1724Olakha69170.5269.1725Samtse Town66769.9266.7726Langlitsawa69642.3169.6427Gomtu66829.3766.8328Phuentsholing Truck Parking67273.6467.2729Phuentsholing Dungkhag Office67273.6467.2730Phuentsholing Near MDP67273.6467.27",,,
"#",Station,RSP/KL,RSP/L
1,Lobesa,69329.41,69.33
2,Phuentsholing,67273.64,67.27
3,Rinchending,67354.1,67.35
4,Pasakha,67407.74,67.41
5,Chimakothi,68708.82,68.71
6,Chubachu,69170.52,69.17
7,Paro Shaba,69165.26,69.17
8,Haa,69899.72,69.9
9,Wangdue Zero Point,69418.81,69.42
10,Beychu,69642.31,69.64
11,Samtse Checkpost,66769.92,66.77
12,Sipsoo,68424.37,68.42
13,Pagli,66829.37,66.83
14,Gedu,68299.26,68.3
15,Mitsina,69329.41,69.33
16,Khuruthang,69396.3,69.4
17,Gasa,70684.53,70.68
18,Dorokha,68090.29,68.09
19,Langdru (Khasadrapchu),69018.54,69.02
20,Chanzamtok,69170.52,69.17
21,Gomtu Phuentshopelri,66829.37,66.83
22,Motithang,69170.52,69.17
23,Lungtenzampa,69170.52,69.17
24,Olakha,69170.52,69.17
25,Samtse Town,66769.92,66.77
26,Langlitsawa,69642.31,69.64
27,Gomtu,66829.37,66.83
28,Phuentsholing Truck Parking,67273.64,67.27
29,Phuentsholing Dungkhag Office,67273.64,67.27
30,Phuentsholing Near MDP,67273.64,67.27
