"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2022-04-01#StationRSP/KLRSP/L1Ramtokto100578.26100.582Chamkuna LAP,Phuntsholing98515.2298.52",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,100578.26,100.58
2,"Chamkuna LAP,Phuntsholing",98515.22,98.52
"NEW PRICI NG DETA ILSRegion:Western RegionProduct:HSD (in KL)Approved Date:2022-04-01#StationRSP/KLRSP/L1Ramtokto100578.26100.582Chamkuna LAP,Phuntsholing98515.2298.52",,,
"#",Station,RSP/KL,RSP/L
1,Ramtokto,100578.26,100.58
2,"Chamkuna LAP,Phuntsholing",98515.22,98.52
